,개방서비스명,상세영업상태코드,상세영업상태명,소재지전체주소,사업장명,업태구분명,시도,시군구,시도 시군구
0,단란주점영업,1,영업,광주광역시 광산구 쌍암동 666-1번지 2층 A동,또와7080,단란주점,광주광역시,광산구,광주광역시 광산구
1,단란주점영업,1,영업,광주광역시 광산구 신가동 986-4,호박,단란주점,광주광역시,광산구,광주광역시 광산구
2,단란주점영업,1,영업,광주광역시 광산구 우산동 1586-20 (지상 2층),헤라,단란주점,광주광역시,광산구,광주광역시 광산구
3,단란주점영업,1,영업,광주광역시 광산구 신창동 1222-1 3층,나랑,단란주점,광주광역시,광산구,광주광역시 광산구
4,단란주점영업,1,영업,광주광역시 광산구 신창동 1222-5 4층,혜리,단란주점,광주광역시,광산구,광주광역시 광산구
5,단란주점영업,1,영업,광주광역시 광산구 쌍암동 694-52 (2층),여우음악홀,단란주점,광주광역시,광산구,광주광역시 광산구
6,단란주점영업,1,영업,광주광역시 광산구 우산동 1609-15번지 (2층),술마시는탑노래홀,단란주점,광주광역시,광산구,광주광역시 광산구
7,단란주점영업,1,영업,광주광역시 광산구 쌍암동 694-53 (2층),스카이단란주점,단란주점,광주광역시,광산구,광주광역시 광산구
8,단란주점영업,1,영업,광주광역시 광산구 신가동 992-3번지 2층,팡팡음악홀,단란주점,광주광역시,광산구,광주광역시 광산구
9,단란주점영업,1,영업,광주광역시 광산구 월곡동 488-1,KTV(케이티브이),단란주점,광주광역시,광산구,광주광역시 광산구
10,단란주점영업,1,영업,광주광역시 광산구 우산동 1605-1,엘에이7080,단란주점,광주광역시,광산구,광주광역시 광산구
11,단란주점영업,1,영업,광주광역시 광산구 신가동 985-9번지 (4층),아지트7080,단란주점,광주광역시,광산구,광주광역시 광산구
12,단란주점영업,1,영업,광주광역시 광산구 우산동 1581-1번지 (지하1층),술마시는챠밍노래홀,단란주점,광주광역시,광산구,광주광역시 광산구
13,단란주점영업,1,영업,광주광역시 광산구 월계동 887-4,존,단란주점,광주광역시,광산구,광주광역시 광산구
14,단란주점영업,1,영업,광주광역시 광산구 신가동 1015-1 (2층),뽕,단란주점,광주광역시,광산구,광주광역시 광산구
15,단란주점영업,1,영업,광주광역시 광산구 월계동 886-5 외1필지(2층),오렌지,단란주점,광주광역시,광산구,광주광역시 광산구
16,단란주점영업,1,영업,광주광역시 광산구 월계동 891-2 (1층),밀크,단란주점,광주광역시,광산구,광주광역시 광산구
17,단란주점영업,1,영업,광주광역시 광산구 쌍암동 664-1 (2층),나도가수다7080,단란주점,광주광역시,광산구,광주광역시 광산구
18,단란주점영업,1,영업,광주광역시 광산구 월계동 877-7번지 (2층),버디홀,단란주점,광주광역시,광산구,광주광역시 광산구
19,단란주점영업,1,영업,광주광역시 광산구 월계동 884-3번지 (2층),스마트,단란주점,광주광역시,광산구,광주광역시 광산구
20,단란주점영업,1,영업,광주광역시 광산구 우산동 1585-1번지 외2필지(2층),좋은날,단란주점,광주광역시,광산구,광주광역시 광산구
21,단란주점영업,1,영업,광주광역시 광산구 월곡동 547-7,viet클럽,단란주점,광주광역시,광산구,광주광역시 광산구
22,단란주점영업,1,영업,광주광역시 광산구 월곡동 532-2,엑스포,단란주점,광주광역시,광산구,광주광역시 광산구
23,단란주점영업,1,영업,광주광역시 광산구 우산동 1574-12,뉴스타(New Star),단란주점,광주광역시,광산구,광주광역시 광산구
24,단란주점영업,1,영업,광주광역시 광산구 송정동 833-1번지,채호7080,단란주점,광주광역시,광산구,광주광역시 광산구
25,단란주점영업,1,영업,광주광역시 광산구 월계동 882-4 (2층),에스(S),단란주점,광주광역시,광산구,광주광역시 광산구
26,단란주점영업,1,영업,광주광역시 광산구 쌍암동 668-15,친구야7080,단란주점,광주광역시,광산구,광주광역시 광산구
27,단란주점영업,1,영업,광주광역시 광산구 우산동 1573-3번지 (3층),카라,단란주점,광주광역시,광산구,광주광역시 광산구
28,단란주점영업,1,영업,광주광역시 광산구 월계동 891-3 (2층),명품단란주점,단란주점,광주광역시,광산구,광주광역시 광산구
29,단란주점영업,1,영업,광주광역시 광산구 신가동 985-5 (2층),소나타노래홀,단란주점,광주광역시,광산구,광주광역시 광산구
30,단란주점영업,1,영업,광주광역시 광산구 송정동 1003-3번지 외1필지(3층),너랑나랑노래하는7080,단란주점,광주광역시,광산구,광주광역시 광산구
31,단란주점영업,1,영업,광주광역시 광산구 월계동 891-6 2층,벌떼,단란주점,광주광역시,광산구,광주광역시 광산구
32,단란주점영업,1,영업,광주광역시 동구 대인동 321-2,갤럭시,단란주점,광주광역시,동구,광주광역시 동구
33,단란주점영업,1,영업,광주광역시 동구 금남로3가 3-7번지 (지하),올가,단란주점,광주광역시,동구,광주광역시 동구
34,단란주점영업,1,영업,광주광역시 북구 우산동 555-30 (2층),쟁반,단란주점,광주광역시,북구,광주광역시 북구
35,단란주점영업,1,영업,광주광역시 북구 운암동 97-13번지 외1필지(2층),술마시는궁전노래홀,단란주점,광주광역시,북구,광주광역시 북구
36,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-1번지 (안쪽),황진이,단란주점,광주광역시,북구,광주광역시 북구
37,단란주점영업,1,영업,광주광역시 북구 양산동 788 2층,호박,단란주점,광주광역시,북구,광주광역시 북구
38,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-16 (2층),별노래홀,단란주점,광주광역시,북구,광주광역시 북구
39,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-9번지 (지상2층),술마시는짱노래샵,단란주점,광주광역시,북구,광주광역시 북구
40,단란주점영업,1,영업,광주광역시 북구 문흥동 997-11 (5층),세시봉,단란주점,광주광역시,북구,광주광역시 북구
41,단란주점영업,1,영업,광주광역시 북구 문흥동 997-3번지 (지상2층),미스트롯7080,단란주점,광주광역시,북구,광주광역시 북구
42,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-10 2층,오빠야,단란주점,광주광역시,북구,광주광역시 북구
43,단란주점영업,1,영업,광주광역시 북구 신안동 144-1 (2층),술마시는볼륨노래홀,단란주점,광주광역시,북구,광주광역시 북구
44,단란주점영업,1,영업,광주광역시 북구 운암동 450-25 (1층),7080해피송,단란주점,광주광역시,북구,광주광역시 북구
45,단란주점영업,1,영업,광주광역시 북구 오치동 856-18번지 (2층),술마시는열창노래홀,단란주점,광주광역시,북구,광주광역시 북구
46,단란주점영업,1,영업,광주광역시 북구 유동 101-7번지 2층,유)제이제이,단란주점,광주광역시,북구,광주광역시 북구
47,단란주점영업,1,영업,광주광역시 북구 문흥동 1001-1번지,브이아이피(VIP),단란주점,광주광역시,북구,광주광역시 북구
48,단란주점영업,1,영업,광주광역시 북구 용두동 300-1번지 2층,술마시는프랜드노래홀,단란주점,광주광역시,북구,광주광역시 북구
49,단란주점영업,1,영업,광주광역시 북구 용봉동 1366-1,포썸,단란주점,광주광역시,북구,광주광역시 북구
50,단란주점영업,1,영업,광주광역시 북구 운암동 94-21 1층,골드,단란주점,광주광역시,북구,광주광역시 북구
51,단란주점영업,1,영업,광주광역시 북구 양산동 787 2층,환희,단란주점,광주광역시,북구,광주광역시 북구
52,단란주점영업,1,영업,광주광역시 북구 문흥동 997-2 지하1층,빙고노래홀,단란주점,광주광역시,북구,광주광역시 북구
53,단란주점영업,1,영업,광주광역시 북구 신안동 13-1 외3필지,천하뮤직홀,단란주점,광주광역시,북구,광주광역시 북구
54,단란주점영업,1,영업,광주광역시 북구 풍향동 603-16 지상2층,7080부킹,단란주점,광주광역시,북구,광주광역시 북구
55,단란주점영업,1,영업,광주광역시 북구 두암동 569-10번지 외 1필지(지하1층),술마시는햇님노래홀,단란주점,광주광역시,북구,광주광역시 북구
56,단란주점영업,1,영업,광주광역시 북구 운암동 447-5 1호 지하1층,운암술마시는노래타운,단란주점,광주광역시,북구,광주광역시 북구
57,단란주점영업,1,영업,광주광역시 북구 운암동 447-3번지 지상2층,빠라빠빠7080,단란주점,광주광역시,북구,광주광역시 북구
58,단란주점영업,1,영업,광주광역시 북구 신안동 154-6 (지하1층),라이브25시,단란주점,광주광역시,북구,광주광역시 북구
59,단란주점영업,1,영업,광주광역시 북구 두암동 569-26 (지상7층),7080세븐스타,단란주점,광주광역시,북구,광주광역시 북구
60,단란주점영업,1,영업,광주광역시 북구 유동 109-15번지,시바,단란주점,광주광역시,북구,광주광역시 북구
61,단란주점영업,1,영업,광주광역시 북구 두암동 841-13,플라워,단란주점,광주광역시,북구,광주광역시 북구
62,단란주점영업,1,영업,광주광역시 북구 신안동 499-25번지,신안노래호프,단란주점,광주광역시,북구,광주광역시 북구
63,단란주점영업,1,영업,광주광역시 북구 신안동 240-37번지,오존,단란주점,광주광역시,북구,광주광역시 북구
64,단란주점영업,1,영업,광주광역시 북구 운암동 1631번지,들국화,단란주점,광주광역시,북구,광주광역시 북구
65,단란주점영업,1,영업,광주광역시 북구 신안동 7-9,제우스노래타운,단란주점,광주광역시,북구,광주광역시 북구
66,단란주점영업,1,영업,광주광역시 북구 중흥동 692-5번지,송송,단란주점,광주광역시,북구,광주광역시 북구
67,단란주점영업,1,영업,광주광역시 북구 우산동 518-143,우정,단란주점,광주광역시,북구,광주광역시 북구
68,단란주점영업,1,영업,광주광역시 북구 신안동 237-5번지,뿌아종,단란주점,광주광역시,북구,광주광역시 북구
69,단란주점영업,1,영업,광주광역시 북구 임동 226-27번지,음악홀,단란주점,광주광역시,북구,광주광역시 북구
70,단란주점영업,1,영업,광주광역시 북구 용봉동 1082-2,뉴하트7080라인라이브,단란주점,광주광역시,북구,광주광역시 북구
71,단란주점영업,1,영업,광주광역시 북구 일곡동 846-5 지상2층,쟁반노래홀,단란주점,광주광역시,북구,광주광역시 북구
72,단란주점영업,1,영업,광주광역시 북구 신안동 256-7번지 지상2층,재미스토리,단란주점,광주광역시,북구,광주광역시 북구
73,단란주점영업,1,영업,광주광역시 북구 운암동 447-1번지 2층,콘서트7080,단란주점,광주광역시,북구,광주광역시 북구
74,단란주점영업,1,영업,광주광역시 북구 용두동 306번지 외4필지(3층),제이제이7080,단란주점,광주광역시,북구,광주광역시 북구
75,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-3 외1필지(2층),술마시는폭스노래홀,단란주점,광주광역시,북구,광주광역시 북구
76,단란주점영업,1,영업,광주광역시 북구 용봉동 1365-4번지 (지상2층),볼륨,단란주점,광주광역시,북구,광주광역시 북구
77,단란주점영업,1,영업,부산광역시 동구 초량동 172-24,스타,단란주점,부산광역시,동구,부산광역시 동구
78,단란주점영업,1,영업,"부산광역시 동구 수정동 227-52 ,59,61",코코,단란주점,부산광역시,동구,부산광역시 동구
79,단란주점영업,1,영업,부산광역시 동구 수정동 842-12,란,단란주점,부산광역시,동구,부산광역시 동구
80,단란주점영업,1,영업,부산광역시 동구 범일동 657-6 936-2,스타문,단란주점,부산광역시,동구,부산광역시 동구
81,단란주점영업,1,영업,부산광역시 동구 초량동 1197-4,비엔나,단란주점,부산광역시,동구,부산광역시 동구
82,단란주점영업,1,영업,부산광역시 동구 범일동 28-4번지,텍사스,단란주점,부산광역시,동구,부산광역시 동구
83,단란주점영업,1,영업,부산광역시 동구 범일동 830-28번지,동경가요반주,단란주점,부산광역시,동구,부산광역시 동구
84,단란주점영업,1,영업,부산광역시 동구 수정동 210-3 213-3,제이 노래방주점,단란주점,부산광역시,동구,부산광역시 동구
85,단란주점영업,1,영업,부산광역시 동구 수정동 256-3번지,환타지아,단란주점,부산광역시,동구,부산광역시 동구
86,단란주점영업,1,영업,부산광역시 동구 수정동 234-7번지,짱가노래주점,단란주점,부산광역시,동구,부산광역시 동구
87,단란주점영업,1,영업,부산광역시 동구 초량동 103-14번지,칼라,단란주점,부산광역시,동구,부산광역시 동구
88,단란주점영업,1,영업,부산광역시 영도구 봉래동1가 48-2번지,오렌지,단란주점,부산광역시,영도구,부산광역시 영도구
89,단란주점영업,1,영업,부산광역시 중구 부평동2가 33-3번지 3층,빠리2,단란주점,부산광역시,중구,부산광역시 중구
90,단란주점영업,1,영업,부산광역시 중구 남포동6가 65-1 지하1층,7080 인생극장,단란주점,부산광역시,중구,부산광역시 중구
91,단란주점영업,1,영업,부산광역시 중구 남포동5가 50-1 외 2필지  4층,앵콜,단란주점,부산광역시,중구,부산광역시 중구
92,단란주점영업,1,영업,부산광역시 중구 중앙동2가 52-2번지 현대빌딩 1층,더라운지,단란주점,부산광역시,중구,부산광역시 중구
93,단란주점영업,1,영업,부산광역시 중구 남포동5가 33번지 15층 B동,레인보우 라이브,단란주점,부산광역시,중구,부산광역시 중구
94,단란주점영업,1,영업,부산광역시 중구 부평동1가 37-3,히노쿠시Ⅲ,단란주점,부산광역시,중구,부산광역시 중구
95,단란주점영업,1,영업,부산광역시 중구 부평동2가 26-7,카라 단란주점,단란주점,부산광역시,중구,부산광역시 중구
96,단란주점영업,1,영업,부산광역시 북구 덕천동 353-5,아림,단란주점,부산광역시,북구,부산광역시 북구
97,단란주점영업,1,영업,경상북도 예천군 예천읍 동본리 465번지,홍시단란주점,단란주점,경상북도,예천군,경상북도 예천군
98,단란주점영업,1,영업,경상북도 예천군 풍양면 낙상리 151-4,한솔단란주점,단란주점,경상북도,예천군,경상북도 예천군
99,단란주점영업,1,영업,경상북도 예천군 지보면 암천리 80-2,대보단란주점,단란주점,경상북도,예천군,경상북도 예천군
100,단란주점영업,1,영업,경상북도 예천군 지보면 912-25,마몽드,단란주점,경상북도,예천군,경상북도 예천군
101,단란주점영업,1,영업,경상북도 예천군 예천읍 동본리 463-7번지,노래하는단란주점,단란주점,경상북도,예천군,경상북도 예천군
102,단란주점영업,1,영업,경상북도 예천군 용궁면 읍부리 316-22번지,스타단란주점,단란주점,경상북도,예천군,경상북도 예천군
103,단란주점영업,1,영업,경상북도 예천군 예천읍 동본리 463-6번지,엔돌핀,단란주점,경상북도,예천군,경상북도 예천군
104,단란주점영업,1,영업,경상북도 상주시 공성면 옥산리 167-3,새장녹수단란주점,단란주점,경상북도,상주시,경상북도 상주시
105,단란주점영업,1,영업,경상북도 상주시 화서면 신봉리 150-1번지,홍콩단란주점,단란주점,경상북도,상주시,경상북도 상주시
106,단란주점영업,1,영업,경상북도 상주시 청리면 월로리 668-1번지,성진단란주점,단란주점,경상북도,상주시,경상북도 상주시
107,단란주점영업,1,영업,경상북도 상주시 서성동 59-4,루비,단란주점,경상북도,상주시,경상북도 상주시
108,단란주점영업,1,영업,경상북도 문경시 점촌동 267-20,그린단란주점,단란주점,경상북도,문경시,경상북도 문경시
109,단란주점영업,1,영업,경상북도 문경시 점촌동 147-7,이쁜여우,단란주점,경상북도,문경시,경상북도 문경시
110,단란주점영업,1,영업,경상북도 칠곡군 북삼읍 숭오리 909-15,금오동천단란주점,단란주점,경상북도,칠곡군,경상북도 칠곡군
111,단란주점영업,1,영업,경상북도 칠곡군 왜관읍 왜관리 253-29,늘봄단란주점,단란주점,경상북도,칠곡군,경상북도 칠곡군
112,단란주점영업,1,영업,경상북도 칠곡군 왜관읍 왜관리 251-25번지,시저단란주점,단란주점,경상북도,칠곡군,경상북도 칠곡군
113,단란주점영업,1,영업,경상북도 칠곡군 왜관읍 왜관리 789-104번지 외 1필지,신나라노래주점,단란주점,경상북도,칠곡군,경상북도 칠곡군
114,단란주점영업,1,영업,경상북도 상주시 성동동 644번지,한국관회관,단란주점,경상북도,상주시,경상북도 상주시
115,단란주점영업,1,영업,경상북도 상주시 사벌면 덕담리 481-10번지,장녹수단란주점,단란주점,경상북도,상주시,경상북도 상주시
116,단란주점영업,1,영업,경상북도 상주시 서성동 125-5번지,백악관회관,단란주점,경상북도,상주시,경상북도 상주시
117,단란주점영업,1,영업,경상북도 상주시 무양동 213-5번지,곶감회관,단란주점,경상북도,상주시,경상북도 상주시
118,단란주점영업,1,영업,경상북도 청도군 청도읍 고수리 754-5,리버사이드단란주점,단란주점,경상북도,청도군,경상북도 청도군
119,단란주점영업,1,영업,경상북도 청도군 풍각면 흑석리 760-1,솔정단란주점,단란주점,경상북도,청도군,경상북도 청도군
120,단란주점영업,1,영업,경상북도 청도군 화양읍 합천리 387,뉴월드단란주점,단란주점,경상북도,청도군,경상북도 청도군
121,단란주점영업,1,영업,경상북도 청도군 금천면 오봉리 230번지,청둥오리이모집단란주점,단란주점,경상북도,청도군,경상북도 청도군
122,단란주점영업,1,영업,경상북도 청도군 풍각면 송서리 724-12번지,우리집단란주점,단란주점,경상북도,청도군,경상북도 청도군
123,단란주점영업,1,영업,경상북도 김천시 황금동 16-15,황금라이브단란주점,단란주점,경상북도,김천시,경상북도 김천시
124,단란주점영업,1,영업,경상북도 김천시 평화동 117-3번지,동광단란주점,단란주점,경상북도,김천시,경상북도 김천시
125,단란주점영업,1,영업,경상북도 성주군 성주읍 경산리 23-5번지,미주 단란주점,단란주점,경상북도,성주군,경상북도 성주군
126,단란주점영업,1,영업,경상북도 성주군 성주읍 경산리 60-21번지,에이스단란주점,단란주점,경상북도,성주군,경상북도 성주군
127,단란주점영업,1,영업,경상북도 성주군 초전면 대장리 653-9번지,두바이투,단란주점,경상북도,성주군,경상북도 성주군
128,단란주점영업,1,영업,경상북도 김천시 평화동 245-89번지,소리바다,단란주점,경상북도,김천시,경상북도 김천시
129,단란주점영업,1,영업,경상북도 김천시 황금동 20-27,예원단란주점,단란주점,경상북도,김천시,경상북도 김천시
130,단란주점영업,1,영업,경상북도 성주군 초전면 대장리 710-43번지,왕실단란주점,단란주점,경상북도,성주군,경상북도 성주군
131,단란주점영업,1,영업,경상북도 성주군 성주읍 경산리 82-1,비엔나,단란주점,경상북도,성주군,경상북도 성주군
132,단란주점영업,1,영업,경상북도 청도군 매전면 동산리 216-22,보슬비단란주점,단란주점,경상북도,청도군,경상북도 청도군
133,단란주점영업,1,영업,경상북도 청도군 매전면 동산리 216-14번지,청궁단란주점,단란주점,경상북도,청도군,경상북도 청도군
134,단란주점영업,1,영업,경상북도 청도군 금천면 동곡리 933-3,별궁원,단란주점,경상북도,청도군,경상북도 청도군
135,단란주점영업,1,영업,경상북도 청도군 청도읍 고수리 757-1번지,영창단란주점,단란주점,경상북도,청도군,경상북도 청도군
136,단란주점영업,1,영업,경상북도 청도군 각북면 우산리 283,고향단란주점,단란주점,경상북도,청도군,경상북도 청도군
137,단란주점영업,1,영업,경상북도 청도군 청도읍 고수리 1034-8번지,여우단란주점,단란주점,경상북도,청도군,경상북도 청도군
138,단란주점영업,1,영업,경상북도 청도군 금천면 동곡리 926,제우스단란주점,단란주점,경상북도,청도군,경상북도 청도군
139,단란주점영업,1,영업,경상북도 청도군 운문면 신원리 2048번지,초이스,단란주점,경상북도,청도군,경상북도 청도군
140,단란주점영업,1,영업,경상북도 청도군 청도읍 유호리 520-1번지,태평양단란주점,단란주점,경상북도,청도군,경상북도 청도군
141,단란주점영업,1,영업,경상북도 청도군 청도읍 고수리 478-153번지,부이아이피(VIP)단란주점,단란주점,경상북도,청도군,경상북도 청도군
142,단란주점영업,1,영업,경상북도 청도군 금천면 동곡리 793-5번지,티파니단란주점,단란주점,경상북도,청도군,경상북도 청도군
143,단란주점영업,1,영업,경상북도 의성군 안계면 용기리 850-111,맘모스단란주점,단란주점,경상북도,의성군,경상북도 의성군
144,단란주점영업,1,영업,경상북도 의성군 안계면 토매리 110-4번지,아리랑단란주점,단란주점,경상북도,의성군,경상북도 의성군
145,단란주점영업,1,영업,경상북도 의성군 안계면 용기리 849-28번지,키스단란주점,단란주점,경상북도,의성군,경상북도 의성군
146,단란주점영업,1,영업,경상북도 의성군 안계면 용기리 839-30,비지니스단란주점,단란주점,경상북도,의성군,경상북도 의성군
147,단란주점영업,1,영업,경상북도 영덕군 영덕읍 화개리 516,무릉산단란주점,단란주점,경상북도,영덕군,경상북도 영덕군
148,단란주점영업,1,영업,경상북도 영덕군 남정면 장사리 68-8,푸른바다,단란주점,경상북도,영덕군,경상북도 영덕군
149,단란주점영업,1,영업,경상남도 김해시 삼계동 1479-1번지 6층호,필단란주점,단란주점,경상남도,김해시,경상남도 김해시
150,단란주점영업,1,영업,경상남도 김해시 삼계동 1461-5번지 302호,스고이단란주점,단란주점,경상남도,김해시,경상남도 김해시
151,단란주점영업,1,영업,경상남도 김해시 삼계동 1488-5번지 2층,별이빛나는밤에,단란주점,경상남도,김해시,경상남도 김해시
152,단란주점영업,1,영업,경상남도 김해시 어방동 1095-14번지,은성가라오케,단란주점,경상남도,김해시,경상남도 김해시
153,단란주점영업,1,영업,경상남도 김해시 삼방동 172-11번지 에이스빌딩 301호,뮤즈노래타운2,단란주점,경상남도,김해시,경상남도 김해시
154,단란주점영업,1,영업,경상남도 김해시 내동 1122-4번지 동화선프라자 803호,더큐브노래주점,단란주점,경상남도,김해시,경상남도 김해시
155,단란주점영업,1,영업,경상남도 김해시 삼계동 1487-4번지,락휴노래타운,단란주점,경상남도,김해시,경상남도 김해시
156,단란주점영업,1,영업,경상남도 김해시 부원동 833-9번지,따완뎅,단란주점,경상남도,김해시,경상남도 김해시
157,단란주점영업,1,영업,경상남도 김해시 동상동 896,리라타단란주점,단란주점,경상남도,김해시,경상남도 김해시
164,단란주점영업,1,영업,경상남도 김해시 어방동 1093-1번지,나이스데이,단란주점,경상남도,김해시,경상남도 김해시
165,단란주점영업,1,영업,경상남도 김해시 진례면 송정리 233-3번지,쌍쌍단란주점,단란주점,경상남도,김해시,경상남도 김해시
166,단란주점영업,1,영업,경상남도 김해시 어방동 1094-15,세시봉,단란주점,경상남도,김해시,경상남도 김해시
167,단란주점영업,1,영업,경상남도 김해시 삼계동 1490-3,퀸단란주점,단란주점,경상남도,김해시,경상남도 김해시
168,단란주점영업,1,영업,경상남도 김해시 내동 1142-3,인피니티 맥 라이브,단란주점,경상남도,김해시,경상남도 김해시
169,단란주점영업,1,영업,경상남도 김해시 삼계동 1509-11번지,금화단란주점,단란주점,경상남도,김해시,경상남도 김해시
170,단란주점영업,1,영업,경상남도 김해시 대청동 68-6 녹원빌딩1001호,퓨전더락노래타운,단란주점,경상남도,김해시,경상남도 김해시
171,단란주점영업,1,영업,경상남도 김해시 대청동 72-3,앵콜단란주점,단란주점,경상남도,김해시,경상남도 김해시
173,단란주점영업,1,영업,경상남도 김해시 삼계동 1487-1 동광빌딩 301호,바다단란주점,단란주점,경상남도,김해시,경상남도 김해시
174,단란주점영업,1,영업,경상남도 김해시 외동 1252-5번지 5층,상상,단란주점,경상남도,김해시,경상남도 김해시
175,단란주점영업,1,영업,경상남도 김해시 관동동 461-3번지,VIP단란주점,단란주점,경상남도,김해시,경상남도 김해시
176,단란주점영업,1,영업,경상남도 김해시 진영읍 1612-5,라이브원투쓰리,단란주점,경상남도,김해시,경상남도 김해시
177,단란주점영업,1,영업,경상남도 김해시 외동 1257-2번지 메트로타워2- 204호,찜뽕뮤직타워단란주점,단란주점,경상남도,김해시,경상남도 김해시
178,단란주점영업,1,영업,경상남도 김해시 부원동 848-1번지,특급단란주점,단란주점,경상남도,김해시,경상남도 김해시
179,단란주점영업,1,영업,경상남도 김해시 부원동 760-7번지,금바다단란주점,단란주점,경상남도,김해시,경상남도 김해시
180,단란주점영업,1,영업,경상남도 김해시 부원동 841-3번지,두돌단란주점,단란주점,경상남도,김해시,경상남도 김해시
181,단란주점영업,1,영업,경상남도 김해시 외동 706-1번지,동양단란주점,단란주점,경상남도,김해시,경상남도 김해시
182,단란주점영업,1,영업,경상남도 김해시 부원동 603-9번지,비목,단란주점,경상남도,김해시,경상남도 김해시
183,단란주점영업,1,영업,경상남도 양산시 평산동 108-2,아바(ABBA)라이브,단란주점,경상남도,양산시,경상남도 양산시
184,단란주점영업,1,영업,경상남도 양산시 북부동 483-7번지,돌체라이브,단란주점,경상남도,양산시,경상남도 양산시
185,단란주점영업,1,영업,경상남도 양산시 물금읍 범어리 2711-3번지,오케이노래방,단란주점,경상남도,양산시,경상남도 양산시
186,단란주점영업,1,영업,경상남도 김해시 부원동 833-17,하루방단란주점,단란주점,경상남도,김해시,경상남도 김해시
187,단란주점영업,1,영업,경상남도 김해시 부원동 616-22번지,서울단란주점,단란주점,경상남도,김해시,경상남도 김해시
188,단란주점영업,1,영업,경상남도 김해시 어방동 530-4번지,오늘,단란주점,경상남도,김해시,경상남도 김해시
189,단란주점영업,1,영업,경상남도 김해시 진례면 송현리 203-3번지,체리단란주점,단란주점,경상남도,김해시,경상남도 김해시
190,단란주점영업,1,영업,경상남도 양산시 물금읍 범어리 2711-20,스타단란주점,단란주점,경상남도,양산시,경상남도 양산시
191,단란주점영업,1,영업,경상남도 양산시 중부동 691-8 301호,더샵노래타운,단란주점,경상남도,양산시,경상남도 양산시
192,단란주점영업,1,영업,경상남도 양산시 중부동 691-1번지 블루시티 402호,락휴,단란주점,경상남도,양산시,경상남도 양산시
193,단란주점영업,1,영업,경상남도 양산시 덕계동 754-1번지 3006호,더불러 단란주점,단란주점,경상남도,양산시,경상남도 양산시
194,단란주점영업,1,영업,경상남도 양산시 중부동 688-16 (1층),부킹단란주점,단란주점,경상남도,양산시,경상남도 양산시
195,단란주점영업,1,영업,"경상남도 김해시 무계동 287-10 ,11",쿨단란주점,단란주점,경상남도,김해시,경상남도 김해시
196,단란주점영업,1,영업,경상남도 김해시 진영읍 여래리 700-6번지,아라비안단란주점,단란주점,경상남도,김해시,경상남도 김해시
197,단란주점영업,1,영업,경상남도 김해시 한림면 병동리 955-6번지,유림단란주점,단란주점,경상남도,김해시,경상남도 김해시
198,단란주점영업,1,영업,경상남도 김해시 부원동 833-22번지,강강단란주점,단란주점,경상남도,김해시,경상남도 김해시
199,단란주점영업,1,영업,경상남도 김해시 삼방동 177-9번지,낙원단란주점,단란주점,경상남도,김해시,경상남도 김해시
200,단란주점영업,1,영업,경상남도 김해시 삼방동 182-4번지,청실홍실,단란주점,경상남도,김해시,경상남도 김해시
201,단란주점영업,1,영업,경상남도 김해시 부원동 828-13,까꿍,단란주점,경상남도,김해시,경상남도 김해시
202,단란주점영업,1,영업,경상남도 김해시 어방동 473번지,나는가수다7080라이브,단란주점,경상남도,김해시,경상남도 김해시
203,단란주점영업,1,영업,경상남도 김해시 어방동 1094-11,황후,단란주점,경상남도,김해시,경상남도 김해시
204,단란주점영업,1,영업,경상남도 김해시 부원동 608-1번지,청동라이브클럽,단란주점,경상남도,김해시,경상남도 김해시
205,단란주점영업,1,영업,경상남도 김해시 외동 1254-2번지 네오프라자 302호,화등단란주점,단란주점,경상남도,김해시,경상남도 김해시
206,단란주점영업,1,영업,경상남도 김해시 부원동 850-1번지,흑란,단란주점,경상남도,김해시,경상남도 김해시
207,단란주점영업,1,영업,경상남도 김해시 진례면 346-3번지,오션단란주점,단란주점,경상남도,김해시,경상남도 김해시
208,단란주점영업,1,영업,경상남도 김해시 삼방동 177-1번지,파라곤단란주점,단란주점,경상남도,김해시,경상남도 김해시
209,단란주점영업,1,영업,경상남도 김해시 부원동 612-25,오케스트라,단란주점,경상남도,김해시,경상남도 김해시
210,단란주점영업,1,영업,경상남도 김해시 어방동 1095-2 (4층),천지단란주점,단란주점,경상남도,김해시,경상남도 김해시
211,단란주점영업,1,영업,경상남도 김해시 내덕동 220-2,딸기단란주점,단란주점,경상남도,김해시,경상남도 김해시
212,단란주점영업,1,영업,경상남도 김해시 무계동 222-7,황금노래포차,단란주점,경상남도,김해시,경상남도 김해시
213,단란주점영업,1,영업,경상남도 김해시 부원동 610-19번지,발렌타인노래주점,단란주점,경상남도,김해시,경상남도 김해시
214,단란주점영업,1,영업,경상남도 김해시 진영읍 여래리 700-25번지,캐리비안투단란주점,단란주점,경상남도,김해시,경상남도 김해시
215,단란주점영업,1,영업,경상남도 양산시 북부동 698-16번지,물소리,단란주점,경상남도,양산시,경상남도 양산시
216,단란주점영업,1,영업,경상남도 양산시 물금읍 범어리 2711-1 301호,테마노래주점,단란주점,경상남도,양산시,경상남도 양산시
