,개방서비스명,상세영업상태코드,상세영업상태명,소재지전체주소,사업장명,업태구분명,시도,시군구,시도 시군구
2413,단란주점영업,1,영업,서울특별시 영등포구 여의도동 35-5번지 3층 333호,백궁,단란주점,서울특별시,영등포구,서울특별시 영등포구
2414,단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 12-22번지,오사카,단란주점,서울특별시,영등포구,서울특별시 영등포구
2415,단란주점영업,1,영업,서울특별시 종로구 낙원동 243-3번지 (지하1층),아지트,단란주점,서울특별시,종로구,서울특별시 종로구
2416,단란주점영업,1,영업,서울특별시 서초구 잠원동 13-3번지,인터넷,단란주점,서울특별시,서초구,서울특별시 서초구
2417,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 278-2번지,가왕7080라이브,단란주점,서울특별시,영등포구,서울특별시 영등포구
2418,단란주점영업,1,영업,서울특별시 영등포구 신길동 4326-0번지 지하1층,리치,단란주점,서울특별시,영등포구,서울특별시 영등포구
2419,단란주점영업,1,영업,서울특별시 영등포구 여의도동 43-0번지 미원빌딩 3층 312호,약속,단란주점,서울특별시,영등포구,서울특별시 영등포구
2420,단란주점영업,1,영업,서울특별시 영등포구 대림동 756-6번지,알라딘,단란주점,서울특별시,영등포구,서울특별시 영등포구
2421,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 218-0번지,월드,단란주점,서울특별시,영등포구,서울특별시 영등포구
2422,단란주점영업,1,영업,서울특별시 서초구 서초동 1688-6번지 지하1층,멤버스클럽단란주점,단란주점,서울특별시,서초구,서울특별시 서초구
2423,단란주점영업,1,영업,서울특별시 서초구 서초동 1554-5 한승아스트라빌딩 B104~105,클로버,단란주점,서울특별시,서초구,서울특별시 서초구
2424,단란주점영업,1,영업,"서울특별시 영등포구 여의도동 43-0번지 미원빌딩319,320",피아노 투,단란주점,서울특별시,영등포구,서울특별시 영등포구
2425,단란주점영업,1,영업,서울특별시 영등포구 신길동 833-0번지,대박술마시는노래방,단란주점,서울특별시,영등포구,서울특별시 영등포구
2426,단란주점영업,1,영업,서울특별시 종로구 신문로2가 1-402번지,동원,단란주점,서울특별시,종로구,서울특별시 종로구
2427,단란주점영업,1,영업,서울특별시 종로구 돈의동 44-1번지 지하1층,여기G,단란주점,서울특별시,종로구,서울특별시 종로구
2428,단란주점영업,1,영업,서울특별시 종로구 낙원동 90-0번지,바렌티노,단란주점,서울특별시,종로구,서울특별시 종로구
2429,단란주점영업,1,영업,서울특별시 영등포구 당산동 171-18 지하1층,이벤트,단란주점,서울특별시,영등포구,서울특별시 영등포구
2430,단란주점영업,1,영업,서울특별시 영등포구 영등포동 618-38번지,투투노래바,단란주점,서울특별시,영등포구,서울특별시 영등포구
2431,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 315-0,뮤지컬,단란주점,서울특별시,영등포구,서울특별시 영등포구
2432,단란주점영업,1,영업,서울특별시 영등포구 양평동1가 28-1번지,케이투,단란주점,서울특별시,영등포구,서울특별시 영등포구
2433,단란주점영업,1,영업,서울특별시 영등포구 당산동1가 74-1번지 선행빌딩 지하1층,킹,단란주점,서울특별시,영등포구,서울특별시 영등포구
2434,단란주점영업,1,영업,서울특별시 종로구 낙원동 213-4번지 지상2층,이브닝,단란주점,서울특별시,종로구,서울특별시 종로구
2435,단란주점영업,1,영업,서울특별시 종로구 재동 107-1,홀릭,단란주점,서울특별시,종로구,서울특별시 종로구
2436,단란주점영업,1,영업,서울특별시 종로구 낙원동 195-4 (지하1층),아띠,단란주점,서울특별시,종로구,서울특별시 종로구
2437,단란주점영업,1,영업,서울특별시 종로구 구기동 62-1번지,그녀?,단란주점,서울특별시,종로구,서울특별시 종로구
2438,단란주점영업,1,영업,서울특별시 서초구 방배동 911-18번지,명품,단란주점,서울특별시,서초구,서울특별시 서초구
2439,단란주점영업,1,영업,서울특별시 서초구 잠원동 23-1 (지하 1층),팽고팽고,단란주점,서울특별시,서초구,서울특별시 서초구
2440,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 398-2번지,공원,단란주점,서울특별시,영등포구,서울특별시 영등포구
2441,단란주점영업,1,영업,서울특별시 영등포구 영등포동 580-8번지,크리스탈,단란주점,서울특별시,영등포구,서울특별시 영등포구
2442,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 328-0번지,휴(休),단란주점,서울특별시,영등포구,서울특별시 영등포구
2443,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 214-0번지 지하1층,올래올래노래주점,단란주점,서울특별시,영등포구,서울특별시 영등포구
2444,단란주점영업,1,영업,서울특별시 영등포구 대림동 1055-1,북경,단란주점,서울특별시,영등포구,서울특별시 영등포구
2445,단란주점영업,1,영업,서울특별시 영등포구 여의도동 21-4번지 공작상가 206동,카니발,단란주점,서울특별시,영등포구,서울특별시 영등포구
2446,단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 26번지,비전,단란주점,서울특별시,영등포구,서울특별시 영등포구
2447,단란주점영업,1,영업,서울특별시 영등포구 양평동4가 119-0,천사노래,단란주점,서울특별시,영등포구,서울특별시 영등포구
2448,단란주점영업,1,영업,서울특별시 영등포구 대림동 710-9,퀸,단란주점,서울특별시,영등포구,서울특별시 영등포구
2449,단란주점영업,1,영업,서울특별시 서초구 양재동 10-4,즐거운노래팡팡,단란주점,서울특별시,서초구,서울특별시 서초구
2450,단란주점영업,1,영업,서울특별시 서초구 방배동 768-9번지,깜,단란주점,서울특별시,서초구,서울특별시 서초구
2451,단란주점영업,1,영업,서울특별시 영등포구 영등포동4가 75-3,베니스,단란주점,서울특별시,영등포구,서울특별시 영등포구
2452,단란주점영업,1,영업,서울특별시 서초구 서초동 1670-9 지하 1층,명품,단란주점,서울특별시,서초구,서울특별시 서초구
2453,단란주점영업,1,영업,서울특별시 서초구 양재동 12-4번지 지하 1층,어린왕자 블랙,단란주점,서울특별시,서초구,서울특별시 서초구
2454,단란주점영업,1,영업,서울특별시 서초구 서초동 1366-7번지 지하 1층 일부,양재단란주점,단란주점,서울특별시,서초구,서울특별시 서초구
2455,단란주점영업,1,영업,서울특별시 서초구 서초동 1330-12번지 지하1층,반가워요,단란주점,서울특별시,서초구,서울특별시 서초구
2456,단란주점영업,1,영업,서울특별시 서초구 서초동 1337-22번지 대우디오빌 비113호 (지하1층),멜로디,단란주점,서울특별시,서초구,서울특별시 서초구
2457,단란주점영업,1,영업,서울특별시 서초구 서초동 1602-10번지,힐링,단란주점,서울특별시,서초구,서울특별시 서초구
2458,단란주점영업,1,영업,서울특별시 서초구 서초동 1330-20,러블리,단란주점,서울특별시,서초구,서울특별시 서초구
2459,단란주점영업,1,영업,서울특별시 서초구 서초동 1573-14,교대콘서트,단란주점,서울특별시,서초구,서울특별시 서초구
2460,단란주점영업,1,영업,서울특별시 서초구 서초동 1327-11,문노래바,단란주점,서울특별시,서초구,서울특별시 서초구
2461,단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 30-0번지 지하1층,금강산,단란주점,서울특별시,영등포구,서울특별시 영등포구
2462,단란주점영업,1,영업,서울특별시 서초구 서초동 1363-3 지하1층,루이체,단란주점,서울특별시,서초구,서울특별시 서초구
2463,단란주점영업,1,영업,서울특별시 서초구 서초동 1600-3,에이스,단란주점,서울특별시,서초구,서울특별시 서초구
2464,단란주점영업,1,영업,서울특별시 서초구 서초동 1595-2번지 지하1층,박스,단란주점,서울특별시,서초구,서울특별시 서초구
2465,단란주점영업,1,영업,서울특별시 서초구 서초동 1553-14 2층,잼(JAM),단란주점,서울특별시,서초구,서울특별시 서초구
2466,단란주점영업,1,영업,서울특별시 서초구 방배동 792-3번지,홈(HOME),단란주점,서울특별시,서초구,서울특별시 서초구
2467,단란주점영업,1,영업,서울특별시 서초구 서초동 1458-3,영심이 노래광장,단란주점,서울특별시,서초구,서울특별시 서초구
2468,단란주점영업,1,영업,서울특별시 서초구 잠원동 13-11번지 지하1층,파파QLee,단란주점,서울특별시,서초구,서울특별시 서초구
2469,단란주점영업,1,영업,서울특별시 서초구 잠원동 40-8,딩동댕,단란주점,서울특별시,서초구,서울특별시 서초구
2470,단란주점영업,1,영업,서울특별시 서초구 방배동 778-11,가스트,단란주점,서울특별시,서초구,서울특별시 서초구
2471,단란주점영업,1,영업,서울특별시 서초구 서초동 1603-68번지 (11동 지하4호),국제주점,단란주점,서울특별시,서초구,서울특별시 서초구
2472,단란주점영업,1,영업,서울특별시 서초구 방배동 777-6 (지층),퀸 노래바,단란주점,서울특별시,서초구,서울특별시 서초구
2473,단란주점영업,1,영업,서울특별시 영등포구 영등포동6가 75-2번지,태양,단란주점,서울특별시,영등포구,서울특별시 영등포구
2474,단란주점영업,1,영업,서울특별시 서초구 잠원동 29-18,7080풍금라이브(LIVE),단란주점,서울특별시,서초구,서울특별시 서초구
2475,단란주점영업,1,영업,서울특별시 종로구 익선동 137-2번지,블루,단란주점,서울특별시,종로구,서울특별시 종로구
2476,단란주점영업,1,영업,서울특별시 종로구 낙원동 110-0번지,뽀빠이(popeye),단란주점,서울특별시,종로구,서울특별시 종로구
2477,단란주점영업,1,영업,서울특별시 종로구 당주동 23-6번지,비너스,단란주점,서울특별시,종로구,서울특별시 종로구
2478,단란주점영업,1,영업,서울특별시 종로구 낙원동 213-4번지 지상3층,160,단란주점,서울특별시,종로구,서울특별시 종로구
2479,단란주점영업,1,영업,서울특별시 종로구 돈의동 37번지 지하1층,쎄라,단란주점,서울특별시,종로구,서울특별시 종로구
2480,단란주점영업,1,영업,서울특별시 종로구 충신동 136-7번지,월드컵,단란주점,서울특별시,종로구,서울특별시 종로구
2481,단란주점영업,1,영업,서울특별시 종로구 구기동 58-1번지,톨레도,단란주점,서울특별시,종로구,서울특별시 종로구
2482,단란주점영업,1,영업,서울특별시 종로구 종로5가 182-22번지,5,단란주점,서울특별시,종로구,서울특별시 종로구
2483,단란주점영업,1,영업,서울특별시 서초구 양재동 11-8번지 (지하1층),와 노래단란주점,단란주점,서울특별시,서초구,서울특별시 서초구
2484,단란주점영업,1,영업,서울특별시 영등포구 양평동1가 13-31번지,명월,단란주점,서울특별시,영등포구,서울특별시 영등포구
2485,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 373번지 지하1층,놀이터,단란주점,서울특별시,영등포구,서울특별시 영등포구
2486,단란주점영업,1,영업,서울특별시 서초구 서초동 1577-5 지하1층,영웅노래바Q,단란주점,서울특별시,서초구,서울특별시 서초구
2487,단란주점영업,1,영업,서울특별시 서초구 서초동 1303-9번지,아바타,단란주점,서울특별시,서초구,서울특별시 서초구
2488,단란주점영업,1,영업,서울특별시 서초구 방배동 813-7 (지하1층),서래 셀부루,단란주점,서울특별시,서초구,서울특별시 서초구
2489,단란주점영업,1,영업,서울특별시 서초구 잠원동 12-1번지,기분좋은날,단란주점,서울특별시,서초구,서울특별시 서초구
2490,단란주점영업,1,영업,서울특별시 서초구 서초동 1572-9,향수,단란주점,서울특별시,서초구,서울특별시 서초구
2491,단란주점영업,1,영업,서울특별시 서초구 서초동 1577-6,JK 노래짱,단란주점,서울특별시,서초구,서울특별시 서초구
2492,단란주점영업,1,영업,서울특별시 서초구 서초동 1459-11번지,필,단란주점,서울특별시,서초구,서울특별시 서초구
2493,단란주점영업,1,영업,서울특별시 서초구 서초동 1575-8번지,feel(필),단란주점,서울특별시,서초구,서울특별시 서초구
2494,단란주점영업,1,영업,서울특별시 서초구 양재동 272-4,백야,단란주점,서울특별시,서초구,서울특별시 서초구
2495,단란주점영업,1,영업,서울특별시 서초구 양재동 13-9 지하 102호,몽노래바큐,단란주점,서울특별시,서초구,서울특별시 서초구
2496,단란주점영업,1,영업,서울특별시 서초구 서초동 1601-2번지 (지하 1층),앵거스,단란주점,서울특별시,서초구,서울특별시 서초구
2497,단란주점영업,1,영업,서울특별시 서초구 서초동 1574-4번지,지노,단란주점,서울특별시,서초구,서울특별시 서초구
2498,단란주점영업,1,영업,서울특별시 서초구 잠원동 8-24,리버 라이브 7080,단란주점,서울특별시,서초구,서울특별시 서초구
2499,단란주점영업,1,영업,서울특별시 서초구 서초동 1589-5,텔런트,단란주점,서울특별시,서초구,서울특별시 서초구
2500,단란주점영업,1,영업,서울특별시 서초구 반포동 722-38번지 지하1층,불타는 청춘들 7080라이브,단란주점,서울특별시,서초구,서울특별시 서초구
2501,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 228-3번지 지하1층,스타일,단란주점,서울특별시,영등포구,서울특별시 영등포구
2502,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 159 외1필지,웰컴월드,단란주점,서울특별시,영등포구,서울특별시 영등포구
2503,단란주점영업,1,영업,서울특별시 영등포구 양평동4가 56-0번지,아지트노래,단란주점,서울특별시,영등포구,서울특별시 영등포구
2504,단란주점영업,1,영업,서울특별시 영등포구 문래동4가 7-4번지,복,단란주점,서울특별시,영등포구,서울특별시 영등포구
2505,단란주점영업,1,영업,서울특별시 영등포구 당산동2가 30-13번지 지하1층,붕가붕가,단란주점,서울특별시,영등포구,서울특별시 영등포구
2506,단란주점영업,1,영업,서울특별시 영등포구 도림동 180-6번지 지하1층,홍진노래포차,단란주점,서울특별시,영등포구,서울특별시 영등포구
2507,단란주점영업,1,영업,"서울특별시 영등포구 당산동3가 174-0번지 ,175-4 지하1층",지중해,단란주점,서울특별시,영등포구,서울특별시 영등포구
2508,단란주점영업,1,영업,서울특별시 영등포구 양평동2가 29-5번지,즐거운노래랑단란주점,단란주점,서울특별시,영등포구,서울특별시 영등포구
2509,단란주점영업,1,영업,서울특별시 영등포구 대림동 664-21번지 지하1층,홍시,단란주점,서울특별시,영등포구,서울특별시 영등포구
2510,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 167-0번지,퀸노래타운,단란주점,서울특별시,영등포구,서울특별시 영등포구
2511,단란주점영업,1,영업,서울특별시 영등포구 문래동4가 8-1번지,스타,단란주점,서울특별시,영등포구,서울특별시 영등포구
2512,단란주점영업,1,영업,서울특별시 영등포구 양평동4가 149-5,이브,단란주점,서울특별시,영등포구,서울특별시 영등포구
2513,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 132-0 지하1층,슈,단란주점,서울특별시,영등포구,서울특별시 영등포구
2514,단란주점영업,1,영업,서울특별시 서초구 양재동 289-5,콘서트7080미사리,단란주점,서울특별시,서초구,서울특별시 서초구
2515,단란주점영업,1,영업,서울특별시 영등포구 양평동4가 84-1번지,스크린,단란주점,서울특별시,영등포구,서울특별시 영등포구
2516,단란주점영업,1,영업,서울특별시 영등포구 양평동4가 97-0,대부,단란주점,서울특별시,영등포구,서울특별시 영등포구
2517,단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 63-0 지하1층,우정노래바,단란주점,서울특별시,영등포구,서울특별시 영등포구
2518,단란주점영업,1,영업,서울특별시 서초구 방배동 446-5 지하1층,놀러와,단란주점,서울특별시,서초구,서울특별시 서초구
2519,단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 16-2번지 지하1층,지엑스,단란주점,서울특별시,영등포구,서울특별시 영등포구
2520,단란주점영업,1,영업,서울특별시 영등포구 당산동6가 227번지 지하1층,맥주창고B.one,단란주점,서울특별시,영등포구,서울특별시 영등포구
2521,단란주점영업,1,영업,서울특별시 영등포구 여의도동 36-2번지,하모니카,단란주점,서울특별시,영등포구,서울특별시 영등포구
2522,단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 8-1번지 성남빌딩 A동 지하1층,먹고놀자매들리,단란주점,서울특별시,영등포구,서울특별시 영등포구
2523,단란주점영업,1,영업,서울특별시 종로구 당주동 41-0번지 지하동 1층호,몽,단란주점,서울특별시,종로구,서울특별시 종로구
2524,단란주점영업,1,영업,서울특별시 영등포구 여의도동 36-4번지 오륜빌딩 지하동,나혀니,단란주점,서울특별시,영등포구,서울특별시 영등포구
2525,단란주점영업,1,영업,서울특별시 영등포구 신길동 65-52,뉴콘서트,단란주점,서울특별시,영등포구,서울특별시 영등포구
2526,단란주점영업,1,영업,서울특별시 영등포구 신길동 436-26 지하1층,뱅뱅뱅노래바,단란주점,서울특별시,영등포구,서울특별시 영등포구
2527,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 127-5번지 지하1층,씨티,단란주점,서울특별시,영등포구,서울특별시 영등포구
2528,단란주점영업,1,영업,서울특별시 영등포구 신길동 296-26번지 지하1층,썬노래주점,단란주점,서울특별시,영등포구,서울특별시 영등포구
2529,단란주점영업,1,영업,서울특별시 종로구 낙원동 150-1번지,귀빈,단란주점,서울특별시,종로구,서울특별시 종로구
2530,단란주점영업,1,영업,서울특별시 종로구 숭인동 318-9 지하1층,루카스,단란주점,서울특별시,종로구,서울특별시 종로구
2531,단란주점영업,1,영업,서울특별시 성동구 도선동 253-5번지 (지상2층),안동역,단란주점,서울특별시,성동구,서울특별시 성동구
2532,단란주점영업,1,영업,서울특별시 성동구 도선동 253-4번지,테마,단란주점,서울특별시,성동구,서울특별시 성동구
2533,단란주점영업,1,영업,서울특별시 종로구 구기동 85-9,준(JUN),단란주점,서울특별시,종로구,서울특별시 종로구
2534,단란주점영업,1,영업,서울특별시 종로구 공평동 60번지,리베,단란주점,서울특별시,종로구,서울특별시 종로구
2535,단란주점영업,1,영업,서울특별시 종로구 낙원동 179번지  (지상2층),21세기,단란주점,서울특별시,종로구,서울특별시 종로구
2536,단란주점영업,1,영업,서울특별시 종로구 낙원동 206번지 지상3층,헤라클레스,단란주점,서울특별시,종로구,서울특별시 종로구
2537,단란주점영업,1,영업,서울특별시 종로구 낙원동 144-1 지상2층,센스,단란주점,서울특별시,종로구,서울특별시 종로구
2538,단란주점영업,1,영업,서울특별시 종로구 관철동 7-11,준코뮤직타운 종각1호점,단란주점,서울특별시,종로구,서울특별시 종로구
2539,단란주점영업,1,영업,서울특별시 종로구 견지동 110-7번지,탈렌트,단란주점,서울특별시,종로구,서울특별시 종로구
2540,단란주점영업,1,영업,서울특별시 종로구 낙원동 90-0,돈키호테,단란주점,서울특별시,종로구,서울특별시 종로구
2541,단란주점영업,1,영업,서울특별시 종로구 낙원동 176번지 지상2층,무아,단란주점,서울특별시,종로구,서울특별시 종로구
2542,단란주점영업,1,영업,서울특별시 종로구 인사동 257번지,비바체,단란주점,서울특별시,종로구,서울특별시 종로구
2543,단란주점영업,1,영업,서울특별시 영등포구 여의도동 44-37 지상14층,클라우드,단란주점,서울특별시,영등포구,서울특별시 영등포구
2544,단란주점영업,1,영업,"서울특별시 영등포구 여의도동 36-2번지 여의도백화점7층 701호,711호",이칠리아앤드맨하탄,단란주점,서울특별시,영등포구,서울특별시 영등포구
2545,단란주점영업,1,영업,서울특별시 영등포구 여의도동 44-12번지 고려빌딩204호,하루,단란주점,서울특별시,영등포구,서울특별시 영등포구
2546,단란주점영업,1,영업,서울특별시 영등포구 영등포동4가 65-2번지,킨카단란주점,단란주점,서울특별시,영등포구,서울특별시 영등포구
2547,단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 46-2,엠비씨,단란주점,서울특별시,영등포구,서울특별시 영등포구
2548,단란주점영업,1,영업,서울특별시 영등포구 당산동3가 194-0 지하1층,샤방샤방,단란주점,서울특별시,영등포구,서울특별시 영등포구
2549,단란주점영업,1,영업,서울특별시 영등포구 대림동 692-2,샤인노래방,단란주점,서울특별시,영등포구,서울특별시 영등포구
2550,단란주점영업,1,영업,서울특별시 영등포구 대림동 1050-29번지,궁전,단란주점,서울특별시,영등포구,서울특별시 영등포구
2551,단란주점영업,1,영업,서울특별시 영등포구 대림동 1019-3번지 지하1층,엔돌핀,단란주점,서울특별시,영등포구,서울특별시 영등포구
2552,단란주점영업,1,영업,서울특별시 종로구 익선동 56-3번지,마르샤,단란주점,서울특별시,종로구,서울특별시 종로구
2553,단란주점영업,1,영업,서울특별시 종로구 돈의동 90 2층,혹시(HOXY),단란주점,서울특별시,종로구,서울특별시 종로구
2554,단란주점영업,1,영업,서울특별시 종로구 낙원동 235-5번지,송해길 라이브카페,단란주점,서울특별시,종로구,서울특별시 종로구
2555,단란주점영업,1,영업,서울특별시 영등포구 여의도동 14-11번지 대하빌딩지하19호,신사노래노래,단란주점,서울특별시,영등포구,서울특별시 영등포구
2556,단란주점영업,1,영업,서울특별시 서초구 서초동 1658-5 지하1층,에이치(H),단란주점,서울특별시,서초구,서울특별시 서초구
2557,단란주점영업,1,영업,서울특별시 서초구 잠원동 27-11번지,희야,단란주점,서울특별시,서초구,서울특별시 서초구
2558,단란주점영업,1,영업,서울특별시 종로구 종로5가 38-2번지,종로,단란주점,서울특별시,종로구,서울특별시 종로구
2559,단란주점영업,1,영업,서울특별시 종로구 낙원동 99-1번지,시티,단란주점,서울특별시,종로구,서울특별시 종로구
2560,단란주점영업,1,영업,서울특별시 종로구 체부동 52번지,폼노래주점,단란주점,서울특별시,종로구,서울특별시 종로구
2561,단란주점영업,1,영업,서울특별시 종로구 인사동 37번지 지하1층,청춘열차,단란주점,서울특별시,종로구,서울특별시 종로구
2562,단란주점영업,1,영업,서울특별시 종로구 돈의동 34,토마토,단란주점,서울특별시,종로구,서울특별시 종로구
2563,단란주점영업,1,영업,충청북도 충주시 연수동 901번지 소망빌딩,부엉이노래,단란주점,충청북도,충주시,충청북도 충주시
2564,단란주점영업,1,영업,부산광역시 해운대구 우동 644-2 더세일링타워,칠층,단란주점,부산광역시,해운대구,부산광역시 해운대구
2565,단란주점영업,1,영업,서울특별시 강서구 화곡동 1117-2번지,메세노래바,단란주점,서울특별시,강서구,서울특별시 강서구
2566,단란주점영업,1,영업,경상남도 고성군 하이면 덕호리 96-3,애플단란주점,단란주점,경상남도,고성군,경상남도 고성군
2567,단란주점영업,1,영업,경기도 평택시 팽성읍 안정리 112-12,클라이맥스,단란주점,경기도,평택시,경기도 평택시
2568,단란주점영업,1,영업,부산광역시 기장군 정관읍 매학리 716-3,뉴코뮤직타운 정관2호점,단란주점,부산광역시,기장군,부산광역시 기장군
2569,단란주점영업,1,영업,부산광역시 부산진구 부전동 232-11번지,블랙펄,단란주점,부산광역시,부산진구,부산광역시 부산진구
2570,단란주점영업,1,영업,충청북도 진천군 광혜원면 광혜원리 249-9번지,힐링라이브,단란주점,충청북도,진천군,충청북도 진천군
2571,단란주점영업,1,영업,대전광역시 유성구 관평동 953 지상 6층,에이스단란주점,단란주점,대전광역시,유성구,대전광역시 유성구
2572,단란주점영업,1,영업,경상남도 통영시 무전동 1033-12 클라시스 상가 501호,피렌체,단란주점,경상남도,통영시,경상남도 통영시
2573,단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 956-1 (1층),그리움노래단란,단란주점,경상북도,포항시,경상북도 포항시
2574,단란주점영업,1,영업,전라북도 완주군 이서면 갈산리 665-2,신세계,단란주점,전라북도,완주군,전라북도 완주군
2575,단란주점영업,1,영업,경기도 오산시 오산동 925-6 오산그린프라자 3층 303호 일부,나비야,단란주점,경기도,오산시,경기도 오산시
2576,단란주점영업,1,영업,강원도 평창군 대관령면 횡계리 318-1,시인의마을,단란주점,강원도,평창군,강원도 평창군
2577,단란주점영업,1,영업,경상남도 양산시 평산동 94-6 (주)신웅뉴하이테크,쇼가라오케,단란주점,경상남도,양산시,경상남도 양산시
2578,단란주점영업,1,영업,충청북도 청주시 흥덕구 송절동 702,창노래ZONE,단란주점,충청북도,청주시,충청북도 청주시
2579,단란주점영업,1,영업,경기도 부천시 심곡동 168-10 2층 일부,설리향콘서트7080라이브,단란주점,경기도,부천시,경기도 부천시
2580,단란주점영업,1,영업,경상남도 김해시 어방동 522-1,락휴노래타운김해인제대점,단란주점,경상남도,김해시,경상남도 김해시
2581,단란주점영업,1,영업,대전광역시 중구 대흥동 5-4,엔터,단란주점,대전광역시,중구,대전광역시 중구
2582,단란주점영업,1,영업,인천광역시 남동구 논현동 616-1번지 논현프라자 301-1호,펄라이브,단란주점,인천광역시,남동구,인천광역시 남동구
2583,단란주점영업,1,영업,경기도 광명시 광명동 101-3 지하1층,극장식카니발7080,단란주점,경기도,광명시,경기도 광명시
2584,단란주점영업,1,영업,경상남도 양산시 물금읍 가촌리 1298-1 나래플러스 104호,파티파티,단란주점,경상남도,양산시,경상남도 양산시
2585,단란주점영업,1,영업,부산광역시 동래구 온천동 212-27번지,목로가라오케,단란주점,부산광역시,동래구,부산광역시 동래구
2586,단란주점영업,1,영업,인천광역시 미추홀구 주안동 169-1 창보빌딩,황금성단란주점,단란주점,인천광역시,미추홀구,인천광역시 미추홀구
2587,단란주점영업,1,영업,경기도 양주시 옥정동 966-1,부킹7080,단란주점,경기도,양주시,경기도 양주시
2588,단란주점영업,1,영업,경상남도 양산시 물금읍 가촌리 1293-3번지 초이스타워 201호,코뿔소라이브,단란주점,경상남도,양산시,경상남도 양산시
2589,단란주점영업,1,영업,경상북도 경주시 안강읍 산대리 1784-14번지,7080파티,단란주점,경상북도,경주시,경상북도 경주시
2590,단란주점영업,1,영업,전라남도 여수시 화장동 796-1,미스트롯,단란주점,전라남도,여수시,전라남도 여수시
2591,단란주점영업,1,영업,전라북도 전주시 완산구 효자동3가 1538-7번지 202호,드래곤노래하는단란주점,단란주점,전라북도,전주시,전라북도 전주시
2592,단란주점영업,1,영업,대구광역시 달서구 상인동 1553-6,작은새라이브,단란주점,대구광역시,달서구,대구광역시 달서구
2593,단란주점영업,1,영업,경상남도 양산시 평산동 108-4,국자노래타운,단란주점,경상남도,양산시,경상남도 양산시
2594,단란주점영업,1,영업,경기도 평택시 평택동 66-2,텐미미,단란주점,경기도,평택시,경기도 평택시
2595,단란주점영업,1,영업,전라북도 군산시 비응도동 86-8번지,세븐,단란주점,전라북도,군산시,전라북도 군산시
2596,단란주점영업,1,영업,경상북도 영덕군 강구면 삼사리 9-93번지 리베라,리베라호텔 비즈니스 클럽,단란주점,경상북도,영덕군,경상북도 영덕군
2597,단란주점영업,1,영업,부산광역시 기장군 기장읍 대라리 84번지 1층일부,쎄시뽕,단란주점,부산광역시,기장군,부산광역시 기장군
2598,단란주점영업,1,영업,충청북도 옥천군 옥천읍 금구리 174-18,놀자7080라이브,단란주점,충청북도,옥천군,충청북도 옥천군
2599,단란주점영업,1,영업,전라북도 완주군 봉동읍 둔산리 902-9번지,꿀벌단란주점,단란주점,전라북도,완주군,전라북도 완주군
2600,단란주점영업,1,영업,경기도 광명시 광명동 158-187 2층,스타7080라이브,단란주점,경기도,광명시,경기도 광명시
2601,단란주점영업,1,영업,경상남도 통영시 무전동 1027-6 대흥빌딩 2층,궁가라오케,단란주점,경상남도,통영시,경상남도 통영시
2602,단란주점영업,1,영업,전라남도 목포시 옥암동 1000-5,하늘라이브,단란주점,전라남도,목포시,전라남도 목포시
2603,단란주점영업,1,영업,강원도 삼척시 남양동 55-96번지 왕갈비,로망스,단란주점,강원도,삼척시,강원도 삼척시
2604,단란주점영업,1,영업,충청남도 서산시 대산읍 대산리 129-5 효종빌딩 지하1층,키스7080라이브,단란주점,충청남도,서산시,충청남도 서산시
2605,단란주점영업,1,영업,충청남도 태안군 태안읍 남문리 700-3번지,피아노7080,단란주점,충청남도,태안군,충청남도 태안군
2606,단란주점영업,1,영업,전라남도 광양시 광영동 737-6번지 2층중 1층일부,티파니,단란주점,전라남도,광양시,전라남도 광양시
2607,단란주점영업,1,영업,대구광역시 수성구 황금동 891-8번지,인투(in2),단란주점,대구광역시,수성구,대구광역시 수성구
2608,단란주점영업,1,영업,울산광역시 동구 화정동 644-4번지,콩쥐노래타운,단란주점,울산광역시,동구,울산광역시 동구
2609,단란주점영업,1,영업,강원도 강릉시 옥천동 305-4,빨리와,단란주점,강원도,강릉시,강원도 강릉시
2610,단란주점영업,1,영업,경기도 성남시 분당구 정자동 16-2,레솔베르라운지,단란주점,경기도,성남시,경기도 성남시
2611,단란주점영업,1,영업,광주광역시 광산구 하남동 818 2층,루비비어클럽(RUBY BEER CLUB),단란주점,광주광역시,광산구,광주광역시 광산구
