영업상태구분코드,소재지면적,소재지전체주소,사업장명,위생업태명,시도,시군구,시도 시군구
1,201.33,광주광역시 광산구 쌍암동 666-5 (2층),준코뮤직타운광주첨단점,비어(바)살롱,광주광역시,광산구,광주광역시 광산구
1,86.45,광주광역시 광산구 쌍암동 661-2 (지상 3층),샴푸노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,91.14,광주광역시 광산구 쌍암동 661-2 (지상 2층),도드리,룸살롱,광주광역시,광산구,광주광역시 광산구
1,70,광주광역시 광산구 쌍암동 673-10 (2층),프러포즈,룸살롱,광주광역시,광산구,광주광역시 광산구
1,313.4,광주광역시 광산구 쌍암동 682-2 (지하1층),더블유(W),룸살롱,광주광역시,광산구,광주광역시 광산구
1,98.04,광주광역시 광산구 쌍암동 663-1,칸음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,257.84,광주광역시 광산구 쌍암동 662-7,미스싸이공,룸살롱,광주광역시,광산구,광주광역시 광산구
1,78.11,광주광역시 광산구 쌍암동 658-2,토마토 음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,95.31,광주광역시 광산구 월계동 873-15 (2층),노다지,룸살롱,광주광역시,광산구,광주광역시 광산구
1,96.63,광주광역시 광산구 쌍암동 668-3 (지상 2층),달콤,룸살롱,광주광역시,광산구,광주광역시 광산구
1,94.4,광주광역시 광산구 월계동 878-6,샤벨음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,79.01,광주광역시 광산구 월계동 877-5 (2층),나이스음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,96.56,광주광역시 광산구 우산동 1577-15,핑클음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,85.42,광주광역시 광산구 월계동 891-4,그래음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,54.72,광주광역시 광산구 우산동 1585-5 2층,뉴아하노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,86.52,광주광역시 광산구 우산동 1606-18,앗싸좋아좋아노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,122.37,광주광역시 광산구 우산동 1577-8,오페라,룸살롱,광주광역시,광산구,광주광역시 광산구
1,82.34,광주광역시 광산구 우산동 1574-5번지 지하1층,고래고래,룸살롱,광주광역시,광산구,광주광역시 광산구
1,64.93,광주광역시 광산구 우산동 1573-6 3층,에로스홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,73.05,광주광역시 광산구 쌍암동 668-1,백악관,룸살롱,광주광역시,광산구,광주광역시 광산구
1,279.69,광주광역시 광산구 쌍암동 661-7,케이펍(k-pub)유흥주점,룸살롱,광주광역시,광산구,광주광역시 광산구
1,317.57,광주광역시 광산구 수완동 954 3층,제니스뮤직타운,비어(바)살롱,광주광역시,광산구,광주광역시 광산구
1,66.92,광주광역시 광산구 월계동 892-2 2층 202호,텔미음악홀,기타,광주광역시,광산구,광주광역시 광산구
1,155.52,광주광역시 광산구 쌍암동 694-114 2층 202호,강남룸소주방,룸살롱,광주광역시,광산구,광주광역시 광산구
1,75.04,광주광역시 광산구 우산동 1581-1 2층,에이스노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,71.81,광주광역시 광산구 쌍암동 671-1,오렌지뮤직홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,71.19,광주광역시 광산구 쌍암동 694-132,술마시는체리룸소주방,룸살롱,광주광역시,광산구,광주광역시 광산구
1,35.61,광주광역시 광산구 우산동 1581-1 지하1층,챠밍음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,35.55,광주광역시 광산구 우산동 1606-18 2층,아모르,룸살롱,광주광역시,광산구,광주광역시 광산구
1,75,광주광역시 광산구 월계동 887-5,신세계음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,260.4,광주광역시 광산구 월계동 887-5,탐스룸소주방,간이주점,광주광역시,광산구,광주광역시 광산구
1,68.05,광주광역시 광산구 쌍암동 694-114번지,나비음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,230.4,광주광역시 광산구 쌍암동 668-7번지,크램린궁,룸살롱,광주광역시,광산구,광주광역시 광산구
1,122.6,광주광역시 광산구 쌍암동 661-6,궁전룸소주방,기타,광주광역시,광산구,광주광역시 광산구
1,89.78,광주광역시 광산구 하남동 748번지 5층 502호,부경,룸살롱,광주광역시,광산구,광주광역시 광산구
1,68.1,광주광역시 광산구 신창동 1126-4번지,S라인노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,118.2,광주광역시 광산구 우산동 1606-2,런던클럽,룸살롱,광주광역시,광산구,광주광역시 광산구
1,18.97,광주광역시 광산구 송정동 988,미정,룸살롱,광주광역시,광산구,광주광역시 광산구
1,245.38,광주광역시 광산구 우산동 1583-2,야호,룸살롱,광주광역시,광산구,광주광역시 광산구
1,148.51,광주광역시 광산구 우산동 1577-5,코러스,룸살롱,광주광역시,광산구,광주광역시 광산구
1,139.55,광주광역시 광산구 우산동 1606-6,킹,룸살롱,광주광역시,광산구,광주광역시 광산구
1,281.39,광주광역시 광산구 우산동 1585-2,갤럭시(Galaxy),룸살롱,광주광역시,광산구,광주광역시 광산구
1,90.2,광주광역시 광산구 쌍암동 666-7,호박음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,98,광주광역시 광산구 쌍암동 663-10 (2층),엔돌핀유흥주점,룸살롱,광주광역시,광산구,광주광역시 광산구
1,62.7,광주광역시 광산구 쌍암동 671-4 (2층),황후음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,70.27,광주광역시 광산구 쌍암동 671-4 (2층),칠공주음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,242,광주광역시 광산구 우산동 1606-1 (2층),포세이돈,룸살롱,광주광역시,광산구,광주광역시 광산구
1,67.3,광주광역시 광산구 쌍암동 682-2 (지하1층),더블유(W)노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,88.07,광주광역시 광산구 쌍암동 673-1 (2층),루비,룸살롱,광주광역시,광산구,광주광역시 광산구
1,87.53,광주광역시 광산구 쌍암동 667-7 (1층),아우다,룸살롱,광주광역시,광산구,광주광역시 광산구
1,64.24,광주광역시 광산구 쌍암동 664-1 (2층),양귀비,룸살롱,광주광역시,광산구,광주광역시 광산구
1,61.4,광주광역시 광산구 월계동 891-5 212호(2층),황금음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,61.5,광주광역시 광산구 월계동 891-5 213호(2층),BT유흥주점,룸살롱,광주광역시,광산구,광주광역시 광산구
1,48,광주광역시 광산구 송정동 818-9 2층,킹유흥주점,룸살롱,광주광역시,광산구,광주광역시 광산구
1,76.78,광주광역시 광산구 쌍암동 671-1 6층,79노래홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,72.6,광주광역시 광산구 쌍암동 694-49 (1층),뉴궁전음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,111.72,광주광역시 광산구 우산동 1577-8,어머나노래타운,룸살롱,광주광역시,광산구,광주광역시 광산구
1,61,광주광역시 광산구 신창동 1126-2 (3층),땡큐음악홀,룸살롱,광주광역시,광산구,광주광역시 광산구
1,202.4,광주광역시 광산구 우산동 1585-3 싼타모호텔 B동 1층,백마음악홀,기타,광주광역시,광산구,광주광역시 광산구
1,357.24,광주광역시 서구 치평동 1218-4번지 외1필지,누룽지,룸살롱,광주광역시,서구,광주광역시 서구
1,0,광주광역시 서구 양동 33-4번지 (33번지),나주집,간이주점,광주광역시,서구,광주광역시 서구
1,45.02,광주광역시 서구 금호동 763번지 (2층),오디션,룸살롱,광주광역시,서구,광주광역시 서구
1,399.93,광주광역시 서구 치평동 1218-2 3층 301호,술마시는초콜렛룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,181.84,광주광역시 서구 치평동 1228-2번지,판도라,룸살롱,광주광역시,서구,광주광역시 서구
1,83.49,광주광역시 서구 금호동 760-4번지 (5층),심봤다,룸살롱,광주광역시,서구,광주광역시 서구
1,75.17,광주광역시 서구 치평동 1237-3,술마시는라마다노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,533.89,광주광역시 서구 치평동 1218-3 4층 센트럴호텔,상지홀덤펍,기타,광주광역시,서구,광주광역시 서구
1,220.82,광주광역시 서구 치평동 1228-1 2층,클라스(KLASS),기타,광주광역시,서구,광주광역시 서구
1,94.37,광주광역시 서구 풍암동 1113-11 (2층),제이앤제이7080,룸살롱,광주광역시,서구,광주광역시 서구
1,483.07,광주광역시 서구 치평동 1238-4 5층,까까,룸살롱,광주광역시,서구,광주광역시 서구
1,91.26,광주광역시 서구 화정동 23-195 2층,썸,룸살롱,광주광역시,서구,광주광역시 서구
1,354.3,광주광역시 서구 치평동 1217-5번지 (이층),수룸소주방,기타,광주광역시,서구,광주광역시 서구
1,212.15,광주광역시 서구 치평동 1250-4 (일층),둥지룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,191.67,광주광역시 서구 치평동 1238-6번지 (이층),술마시는 벤츠 노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,317.64,광주광역시 서구 치평동 1218-6번지 (지하이층),귀공자,룸살롱,광주광역시,서구,광주광역시 서구
1,309.79,광주광역시 서구 치평동 1227-7 (삼층),리버틴,룸살롱,광주광역시,서구,광주광역시 서구
1,270.23,광주광역시 서구 치평동 1233-6번지 (삼층),술마시는 이쁜여우 노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,198.43,광주광역시 서구 치평동 1228-9 (지상2층),느낌표,룸살롱,광주광역시,서구,광주광역시 서구
1,198.43,광주광역시 서구 치평동 1228-9 (지상3층),느낌표Ⅱ,룸살롱,광주광역시,서구,광주광역시 서구
1,170.46,광주광역시 서구 치평동 1228-9 (지상4층),물음표룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,10.48,광주광역시 서구 양동 245-40번지 (1층),무안,카바레,광주광역시,서구,광주광역시 서구
1,23.52,광주광역시 서구 양동 188-6번지 (일층),정드니,룸살롱,광주광역시,서구,광주광역시 서구
1,26.91,광주광역시 서구 양동 188-15번지 (일층),신세계,룸살롱,광주광역시,서구,광주광역시 서구
1,90.54,광주광역시 서구 치평동 1250-7 (이층),네이버,룸살롱,광주광역시,서구,광주광역시 서구
1,65.7,광주광역시 서구 치평동 1237-3 (지하일층),물감 노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,298.5,광주광역시 서구 치평동 1218-4 (사층),마마,룸살롱,광주광역시,서구,광주광역시 서구
1,76,광주광역시 서구 치평동 1238-4번지 (이층),엠투,룸살롱,광주광역시,서구,광주광역시 서구
1,69.16,광주광역시 서구 치평동 1245-1 (2층),스잔,룸살롱,광주광역시,서구,광주광역시 서구
1,96.33,광주광역시 서구 치평동 1223-1 (지하2층 205호),로그인,룸살롱,광주광역시,서구,광주광역시 서구
1,92.26,광주광역시 서구 금호동 795-9번지 (2층),헤라 음악홀,룸살롱,광주광역시,서구,광주광역시 서구
1,94.79,광주광역시 서구 화정동 23-195번지 (1층),발리,룸살롱,광주광역시,서구,광주광역시 서구
1,438.24,광주광역시 서구 치평동 1261-2번지 (3층),아리아 룸·소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,109.34,광주광역시 서구 치평동 1228-4 (2층),럭셔리클럽,룸살롱,광주광역시,서구,광주광역시 서구
1,486.64,광주광역시 서구 치평동 1223-3 콜럼버스시네마 2호관(지하2층) 201호,아트북클럽(ABC),룸살롱,광주광역시,서구,광주광역시 서구
1,93.23,광주광역시 서구 치평동 1256-9번지 (5층),탑,룸살롱,광주광역시,서구,광주광역시 서구
1,158.56,광주광역시 서구 치평동 1211-10,아이스크림룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,157.75,광주광역시 서구 치평동 1228-7 3층,"玭堉怒岺?,2022-04-04 15:24:16"",U"",2022-04-07 02:40:00"",기타"",186610.100579095"",183782.221648982"",기타"","","",유흥업소밀집지역"","",상수도전용"","","","","","","","","",Y"",157.75"","","","",
98"",유흥주점영업"",07_23_02_P"",3600000"",3600000-102-2006-00012"",2006-04-06"","",01"",영업/정상"",01"",영업"","","","","",062 3852920"",194.00"",502-827"",광주광역시 서구 치평동 1261-5 (삼층)"",광주광역시 서구 상무평화로 131 (치평동",룸살롱,광주광역시,서구,광주광역시 서구
1,29.55,광주광역시 서구 양동 35-5번지 (1층),고성명월,룸살롱,광주광역시,서구,광주광역시 서구
1,201.44,광주광역시 서구 양동 187-1번지 (지하1층),비엠더블,룸살롱,광주광역시,서구,광주광역시 서구
1,83.52,광주광역시 서구 농성동 393-19 (일층),올인,카바레,광주광역시,서구,광주광역시 서구
1,38.23,광주광역시 서구 농성동 393-3번지 지하1층,효일,카바레,광주광역시,서구,광주광역시 서구
1,383.89,광주광역시 서구 치평동 1222-3 (3층),스타일,룸살롱,광주광역시,서구,광주광역시 서구
1,550,"광주광역시 서구 치평동 1218-4 (601호,육층)",심플,룸살롱,광주광역시,서구,광주광역시 서구
1,211,광주광역시 서구 치평동 1255-18 (2층),하이(Hi),룸살롱,광주광역시,서구,광주광역시 서구
1,90,광주광역시 서구 치평동 1217-8 (삼층),빠담,룸살롱,광주광역시,서구,광주광역시 서구
1,182.96,광주광역시 서구 치평동 1230-2번지 (지하1층),십프로노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,268,광주광역시 서구 치평동 1217-8 3층,더빠담룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,392,광주광역시 서구 치평동 1227-1 (지하일층),뉴 쓰리포주점,룸살롱,광주광역시,서구,광주광역시 서구
1,241,광주광역시 서구 치평동 1218-3 (10층),센트럴시티,룸살롱,광주광역시,서구,광주광역시 서구
1,221.9,광주광역시 서구 치평동 1250-7 (오층),포유,룸살롱,광주광역시,서구,광주광역시 서구
1,70.57,광주광역시 서구 금호동 795-11 (3층),첼로,룸살롱,광주광역시,서구,광주광역시 서구
1,82.51,광주광역시 서구 치평동 1228번지 (2층),오션,룸살롱,광주광역시,서구,광주광역시 서구
1,442.04,광주광역시 서구 치평동 1218-6번지 (3층),센텀,룸살롱,광주광역시,서구,광주광역시 서구
1,500,광주광역시 서구 치평동 1218-2 (8층),신세계 ENCORE 두번째 이야기,룸살롱,광주광역시,서구,광주광역시 서구
1,332.97,광주광역시 서구 치평동 1218-4 (3층),스카이,룸살롱,광주광역시,서구,광주광역시 서구
1,244.8,광주광역시 서구 치평동 1245 4층,술마시는케이투노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,376.2,광주광역시 서구 치평동 1218-2 지상4층,설탕룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,66.54,광주광역시 서구 치평동 1218-2 지상4층,술마시는설탕노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,61.11,광주광역시 서구 치평동 1255-18 (1층),캐스팅(casting)A,룸살롱,광주광역시,서구,광주광역시 서구
1,596.18,광주광역시 서구 치평동 1240-10번지 2층,블루 룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,93.73,광주광역시 서구 화정동 23-259 (2층),왕가노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,96.4,광주광역시 서구 화정동 23-259 (2층),왕가룸,룸살롱,광주광역시,서구,광주광역시 서구
1,85.8,광주광역시 서구 금호동 762-3 (지하1층),쟁반노래뱅크주점,룸살롱,광주광역시,서구,광주광역시 서구
1,28.71,광주광역시 서구 양동 36-8번지 (1층),골든벨,룸살롱,광주광역시,서구,광주광역시 서구
1,191.99,광주광역시 서구 치평동 1222-3 (2층),스타일2룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,55.68,광주광역시 서구 양동 40-11번지 (일층),우연,룸살롱,광주광역시,서구,광주광역시 서구
1,25.14,광주광역시 서구 양동 186-1번지,남궁,룸살롱,광주광역시,서구,광주광역시 서구
1,282.44,광주광역시 서구 금호동 761-7 (지하1층),제이제이클럽(JJ클럽),룸살롱,광주광역시,서구,광주광역시 서구
1,99.54,광주광역시 서구 금호동 802-4 (5층),슈가,룸살롱,광주광역시,서구,광주광역시 서구
1,147,광주광역시 서구 치평동 1228-10 지하,술마시는 줄까 노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,333.52,광주광역시 서구 치평동 1255-17 (2층),에스(S),룸살롱,광주광역시,서구,광주광역시 서구
1,22.5,광주광역시 서구 양동 36-12번지 (일층),노블레스,룸살롱,광주광역시,서구,광주광역시 서구
1,67.5,광주광역시 서구 치평동 1240-8번지 (1층),술마시는 상무 노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,63,광주광역시 서구 풍암동 1113-7 (2층),황진이,룸살롱,광주광역시,서구,광주광역시 서구
1,121,광주광역시 서구 풍암동 1113-7 (2층),술마시는황진이노래홀,룸살롱,광주광역시,서구,광주광역시 서구
1,86.7,광주광역시 서구 치평동 1141-7번지 (2층),청담룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,307.9,광주광역시 서구 치평동 1218-4 (6층),유토피아 룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,329.3,광주광역시 서구 치평동 1222-5 2층,크크룸소주방,룸살롱,광주광역시,서구,광주광역시 서구
1,85.21,광주광역시 서구 화정동 23-195 1층,자유,룸살롱,광주광역시,서구,광주광역시 서구
1,88.47,광주광역시 서구 치평동 1223-3번지,코끼리,룸살롱,광주광역시,서구,광주광역시 서구
1,651.69,광주광역시 서구 치평동 1218-2번지 (지하1층),나비,룸살롱,광주광역시,서구,광주광역시 서구
1,255.6,광주광역시 서구 쌍촌동 973-10 (이층),무지개,룸살롱,광주광역시,서구,광주광역시 서구
1,146.65,광주광역시 동구 광산동 100-21번지,와우(WOW),룸살롱,광주광역시,동구,광주광역시 동구
1,53.41,광주광역시 동구 광산동 69-6번지 (지하),작업중이야 노래타운,룸살롱,광주광역시,동구,광주광역시 동구
1,329.4,광주광역시 동구 광산동 100-21 (지하1층),주식회사 비원컴퍼니,기타,광주광역시,동구,광주광역시 동구
1,104,광주광역시 동구 학동 103-3번지 (지하1층),또와노래홀,룸살롱,광주광역시,동구,광주광역시 동구
1,89.44,광주광역시 동구 황금동 79-5번지 (지하1층),거품,기타,광주광역시,동구,광주광역시 동구
1,96.86,광주광역시 동구 금동 194-2번지,삼삼홀,룸살롱,광주광역시,동구,광주광역시 동구
1,173.6,광주광역시 동구 불로동 129번지 (지하1층),GAS클럽(소주.호프),룸살롱,광주광역시,동구,광주광역시 동구
1,118.12,광주광역시 동구 수기동 41-3번지 (지하),황진이,룸살롱,광주광역시,동구,광주광역시 동구
1,129.68,광주광역시 동구 호남동 78-1번지 (지하),몽 370,기타,광주광역시,동구,광주광역시 동구
1,73.53,광주광역시 동구 호남동 11-2번지 (지하1층),헤라,룸살롱,광주광역시,동구,광주광역시 동구
1,79.18,광주광역시 동구 대인동 324-10번지 (지하),씨티(CT),스텐드바,광주광역시,동구,광주광역시 동구
1,164,대구광역시 북구 관음동 1402-8번지,함지박유흥주점,간이주점,대구광역시,북구,대구광역시 북구
1,128.2,대구광역시 북구 구암동 649,탑(TOP) 유흥주점,룸살롱,대구광역시,북구,대구광역시 북구
1,106.14,대구광역시 북구 복현동 402-8,올래,간이주점,대구광역시,북구,대구광역시 북구
1,53.11,대구광역시 북구 대현동 270-2번지,팡팡,룸살롱,대구광역시,북구,대구광역시 북구
1,106.35,대구광역시 북구 복현동 460-3,부킹,간이주점,대구광역시,북구,대구광역시 북구
1,95.95,대구광역시 북구 칠성동1가 156-8,빙고,룸살롱,대구광역시,북구,대구광역시 북구
1,153.25,대구광역시 북구 복현동 340-4번지,놀러와,카바레,대구광역시,북구,대구광역시 북구
1,288.34,"대구광역시 북구 고성동2가 57-6번지 ,59-1.2.3",아미가요주점,간이주점,대구광역시,북구,대구광역시 북구
1,48,대구광역시 북구 구암동 653-2번지,스타노래방식주점,간이주점,대구광역시,북구,대구광역시 북구
1,121.2,대구광역시 북구 대현동 227-2,퀸하우스2,룸살롱,대구광역시,북구,대구광역시 북구
1,73.32,대구광역시 북구 동천동 899-3번지,베르사체,룸살롱,대구광역시,북구,대구광역시 북구
1,130.6,대구광역시 북구 동천동 900-2번지,체리궁,룸살롱,대구광역시,북구,대구광역시 북구
1,134.63,대구광역시 북구 동천동 900-1번지 지하1층,보스주점,룸살롱,대구광역시,북구,대구광역시 북구
1,126.78,대구광역시 북구 동천동 908-7 (2층),와,룸살롱,대구광역시,북구,대구광역시 북구
1,182.6,대구광역시 북구 산격동 1655,스마일,룸살롱,대구광역시,북구,대구광역시 북구
1,89.48,대구광역시 북구 복현동 400-3번지 2층,뉴순풍,룸살롱,대구광역시,북구,대구광역시 북구
1,224.5,대구광역시 북구 산격동 1648번지,제네시스,룸살롱,대구광역시,북구,대구광역시 북구
1,51.4,대구광역시 북구 복현동 402-6번지 1층,킹,룸살롱,대구광역시,북구,대구광역시 북구
1,96.91,대구광역시 북구 복현동 460-5 지하1층,골든벨노래방식주점,룸살롱,대구광역시,북구,대구광역시 북구
1,79.12,대구광역시 북구 동천동 904-4번지,키스노래광장,룸살롱,대구광역시,북구,대구광역시 북구
1,151.15,대구광역시 북구 칠성동1가 176-26번지 2층,골든노래짱,룸살롱,대구광역시,북구,대구광역시 북구
1,20.79,대구광역시 북구 사수동 971번지,예원노래유흥주점,룸살롱,대구광역시,북구,대구광역시 북구
1,109.59,대구광역시 북구 복현동 402-6번지 1층,퀸노래주점,룸살롱,대구광역시,북구,대구광역시 북구
1,87.45,대구광역시 북구 복현동 402-10번지,투투,간이주점,대구광역시,북구,대구광역시 북구
1,78.9,대구광역시 북구 복현동 479-1,오렌지가요주점,룸살롱,대구광역시,북구,대구광역시 북구
1,347.5,대구광역시 북구 동천동 911-1번지,인싸,룸살롱,대구광역시,북구,대구광역시 북구
1,179.1,대구광역시 북구 복현동 425-10,주연,룸살롱,대구광역시,북구,대구광역시 북구
1,214.52,대구광역시 북구 대현동 417-2번지,동원회관,비어(바)살롱,대구광역시,북구,대구광역시 북구
1,78.87,대구광역시 북구 노원동3가 738-1,제우스,카바레,대구광역시,북구,대구광역시 북구
1,159.82,대구광역시 북구 노원동1가 366-1번지,보스가요주점,카바레,대구광역시,북구,대구광역시 북구
1,49.5,대구광역시 북구 동천동 898-4번지 지하1층,아미앙주점,룸살롱,대구광역시,북구,대구광역시 북구
1,442.51,대구광역시 북구 복현동 479-4,메트로 클럽,고고(디스코)클럽,대구광역시,북구,대구광역시 북구
1,382.09,대구광역시 북구 칠성동2가 302-110,재벌회관,비어(바)살롱,대구광역시,북구,대구광역시 북구
1,152.5,대구광역시 북구 동천동 910-3 지하1층,필드노래세상,룸살롱,대구광역시,북구,대구광역시 북구
1,224.44,대구광역시 북구 동천동 910-4 지하1층,로또노래주점,룸살롱,대구광역시,북구,대구광역시 북구
1,120.72,대구광역시 북구 동천동 898-5,쿨노래천국,룸살롱,대구광역시,북구,대구광역시 북구
1,67.55,대구광역시 북구 동천동 909-1 지상4층,아바노래주점,기타,대구광역시,북구,대구광역시 북구
1,73.38,대구광역시 북구 동천동 897-2번지,어서와,룸살롱,대구광역시,북구,대구광역시 북구
1,83.27,대구광역시 북구 산격동 1646번지,부킹가요유흥주점,카바레,대구광역시,북구,대구광역시 북구
1,85.76,대구광역시 북구 태전동 496-9,오케이 유흥주점,룸살롱,대구광역시,북구,대구광역시 북구
1,90.01,대구광역시 북구 노원동2가 253-8번지,쇼걸,룸살롱,대구광역시,북구,대구광역시 북구
1,172.79,대구광역시 북구 복현동 426-5번지,애플가요주점,비어(바)살롱,대구광역시,북구,대구광역시 북구
1,76.11,대구광역시 북구 노원동2가 350-1,귀족영상노래,간이주점,대구광역시,북구,대구광역시 북구
1,97.8,대구광역시 북구 노원동2가 349,캔디,간이주점,대구광역시,북구,대구광역시 북구
1,84.99,대구광역시 북구 칠성동1가 267-3,청용회관,카바레,대구광역시,북구,대구광역시 북구
1,94.66,대구광역시 북구 복현동 476-8번지,큐가요주점,간이주점,대구광역시,북구,대구광역시 북구
1,154.28,대구광역시 북구 태전동 496-8,조이풀 가요주점,간이주점,대구광역시,북구,대구광역시 북구
1,35.52,"대구광역시 북구 대현동 270-11 ,274-74",야호주점,간이주점,대구광역시,북구,대구광역시 북구
1,63.74,대구광역시 북구 복현동 479-2번지,청춘노래주점,간이주점,대구광역시,북구,대구광역시 북구
1,85.3,대구광역시 북구 산격동 1647,캐슬,간이주점,대구광역시,북구,대구광역시 북구
1,93.86,대구광역시 북구 구암동 650-1,원더풀노래방식주점,간이주점,대구광역시,북구,대구광역시 북구
1,181.45,대구광역시 북구 구암동 649-2,카니발,간이주점,대구광역시,북구,대구광역시 북구
1,80.74,대구광역시 북구 태전동 789-5번지 (1호),오렌지주점,간이주점,대구광역시,북구,대구광역시 북구
1,84.24,대구광역시 북구 태전동 789-5 (2호),파트너노래방식주점,카바레,대구광역시,북구,대구광역시 북구
1,278.08,대구광역시 북구 칠성동1가 89,콘서트7080,카바레,대구광역시,북구,대구광역시 북구
1,34.04,대구광역시 북구 노원동2가 273번지,석화노래주점,간이주점,대구광역시,북구,대구광역시 북구
1,37.2,대구광역시 북구 노원동2가 255,여우,간이주점,대구광역시,북구,대구광역시 북구
1,27.72,대구광역시 북구 대현동 415-37,에이스,간이주점,대구광역시,북구,대구광역시 북구
1,77.18,대구광역시 북구 구암동 653-3,압구정,간이주점,대구광역시,북구,대구광역시 북구
1,44.6,대구광역시 북구 대현동 228-19,선택,요정,대구광역시,북구,대구광역시 북구
1,116.59,대구광역시 북구 산격동 1644번지,심포니,간이주점,대구광역시,북구,대구광역시 북구
1,69.67,대구광역시 북구 동천동 878-1번지,오션가요주점,간이주점,대구광역시,북구,대구광역시 북구
1,179.2,대구광역시 북구 침산동 338-13,물의나라가요방식주점,간이주점,대구광역시,북구,대구광역시 북구
1,60.48,대구광역시 북구 노원동3가 738번지,궁전,룸살롱,대구광역시,북구,대구광역시 북구
1,91.67,대구광역시 북구 칠성동1가 20번지,캐슬,기타,대구광역시,북구,대구광역시 북구
1,142.89,대구광역시 북구 복현동 402-4번지,수,룸살롱,대구광역시,북구,대구광역시 북구
1,55.03,대구광역시 북구 산격동 1657번지,라스베가스,간이주점,대구광역시,북구,대구광역시 북구
1,31.08,대구광역시 북구 노원동2가 273,홍주주점,간이주점,대구광역시,북구,대구광역시 북구
1,131.04,대구광역시 북구 복현동 459-3번지,황제노래방식주점,간이주점,대구광역시,북구,대구광역시 북구
1,77.11,대구광역시 북구 대현동 415-38,황진이가요주점,룸살롱,대구광역시,북구,대구광역시 북구
1,105,대구광역시 북구 구암동 649-1,고추,간이주점,대구광역시,북구,대구광역시 북구
1,129.24,대구광역시 북구 복현동 427-7번지,호야,룸살롱,대구광역시,북구,대구광역시 북구
1,127.32,대구광역시 북구 복현동 479-3번지,환타지아노래주점,간이주점,대구광역시,북구,대구광역시 북구
1,297.66,"대구광역시 북구 칠성동2가 297-5번지 ,18,19,21,22,23,25",별별노래클럽,카바레,대구광역시,북구,대구광역시 북구
1,31.62,대구광역시 북구 대현동 270-11 외1필지,칼라 주점,간이주점,대구광역시,북구,대구광역시 북구
1,138.7,대구광역시 북구 복현동 403-4번지,꽃동네,룸살롱,대구광역시,북구,대구광역시 북구
1,173.1,대구광역시 북구 칠성동2가 83-1번지,꿀,카바레,대구광역시,북구,대구광역시 북구
1,77.19,대구광역시 북구 태전동 472-5번지,홍콩주점,간이주점,대구광역시,북구,대구광역시 북구
1,25.53,대구광역시 북구 대현동 415-19번지,만남,카바레,대구광역시,북구,대구광역시 북구
1,133.44,대구광역시 북구 복현동 427-1,높은음자리,간이주점,대구광역시,북구,대구광역시 북구
1,92.9,대구광역시 북구 복현동 415번지,파도노래주점,간이주점,대구광역시,북구,대구광역시 북구
1,172.74,대구광역시 북구 노원동2가 369-2,맨하탄가요주점,간이주점,대구광역시,북구,대구광역시 북구
