개방서비스명,상세영업상태코드,상세영업상태명,소재지전체주소,사업장명,업태구분명
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 228-6번지,토마토,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 19-53 지하1층,해바라기,단란주점
단란주점영업,1,영업,서울특별시 영등포구 문래동4가 8-4번지,골든벨,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1307-18번지 6층,주궁,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 35-5번지 3층 333호,백궁,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 12-22번지,오사카,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 243-3번지 (지하1층),아지트,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 13-3번지,인터넷,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 278-2번지,가왕7080라이브,단란주점
단란주점영업,1,영업,서울특별시 영등포구 신길동 4326-0번지 지하1층,리치,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 43-0번지 미원빌딩 3층 312호,약속,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 756-6번지,알라딘,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 218-0번지,월드,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1688-6번지 지하1층,멤버스클럽단란주점,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1554-5 한승아스트라빌딩 B104~105,클로버,단란주점
단란주점영업,1,영업,"서울특별시 영등포구 여의도동 43-0번지 미원빌딩319,320",피아노 투,단란주점
단란주점영업,1,영업,서울특별시 영등포구 신길동 833-0번지,대박술마시는노래방,단란주점
단란주점영업,1,영업,서울특별시 종로구 신문로2가 1-402번지,동원,단란주점
단란주점영업,1,영업,서울특별시 종로구 돈의동 44-1번지 지하1층,여기G,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 90-0번지,바렌티노,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동 171-18 지하1층,이벤트,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동 618-38번지,투투노래바,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 315-0,뮤지컬,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동1가 28-1번지,케이투,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동1가 74-1번지 선행빌딩 지하1층,킹,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 213-4번지 지상2층,이브닝,단란주점
단란주점영업,1,영업,서울특별시 종로구 재동 107-1,홀릭,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 195-4 (지하1층),아띠,단란주점
단란주점영업,1,영업,서울특별시 종로구 구기동 62-1번지,그녀?,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 911-18번지,명품,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 23-1 (지하 1층),팽고팽고,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 398-2번지,공원,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동 580-8번지,크리스탈,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 328-0번지,휴(休),단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 214-0번지 지하1층,올래올래노래주점,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 1055-1,북경,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 21-4번지 공작상가 206동,카니발,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 26번지,비전,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동4가 119-0,천사노래,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 710-9,퀸,단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 10-4,즐거운노래팡팡,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 768-9번지,깜,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동4가 75-3,베니스,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1670-9 지하 1층,명품,단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 12-4번지 지하 1층,어린왕자 블랙,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1366-7번지 지하 1층 일부,양재단란주점,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1330-12번지 지하1층,반가워요,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1337-22번지 대우디오빌 비113호 (지하1층),멜로디,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1602-10번지,힐링,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1330-20,러블리,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1573-14,교대콘서트,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1327-11,문노래바,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 30-0번지 지하1층,금강산,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1363-3 지하1층,루이체,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1600-3,에이스,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1595-2번지 지하1층,박스,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1553-14 2층,잼(JAM),단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 792-3번지,홈(HOME),단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1458-3,영심이 노래광장,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 13-11번지 지하1층,파파QLee,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 40-8,딩동댕,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 778-11,가스트,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1603-68번지 (11동 지하4호),국제주점,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 777-6 (지층),퀸 노래바,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동6가 75-2번지,태양,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 29-18,7080풍금라이브(LIVE),단란주점
단란주점영업,1,영업,서울특별시 종로구 익선동 137-2번지,블루,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 110-0번지,뽀빠이(popeye),단란주점
단란주점영업,1,영업,서울특별시 종로구 당주동 23-6번지,비너스,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 213-4번지 지상3층,160,단란주점
단란주점영업,1,영업,서울특별시 종로구 돈의동 37번지 지하1층,쎄라,단란주점
단란주점영업,1,영업,서울특별시 종로구 충신동 136-7번지,월드컵,단란주점
단란주점영업,1,영업,서울특별시 종로구 구기동 58-1번지,톨레도,단란주점
단란주점영업,1,영업,서울특별시 종로구 종로5가 182-22번지,5,단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 11-8번지 (지하1층),와 노래단란주점,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동1가 13-31번지,명월,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 373번지 지하1층,놀이터,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1577-5 지하1층,영웅노래바Q,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1303-9번지,아바타,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 813-7 (지하1층),서래 셀부루,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 12-1번지,기분좋은날,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1572-9,향수,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1577-6,JK 노래짱,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1459-11번지,필,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1575-8번지,feel(필),단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 272-4,백야,단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 13-9 지하 102호,몽노래바큐,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1601-2번지 (지하 1층),앵거스,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1574-4번지,지노,단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 8-24,리버 라이브 7080,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1589-5,텔런트,단란주점
단란주점영업,1,영업,서울특별시 서초구 반포동 722-38번지 지하1층,불타는 청춘들 7080라이브,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 228-3번지 지하1층,스타일,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 159 외1필지,웰컴월드,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동4가 56-0번지,아지트노래,단란주점
단란주점영업,1,영업,서울특별시 영등포구 문래동4가 7-4번지,복,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동2가 30-13번지 지하1층,붕가붕가,단란주점
단란주점영업,1,영업,서울특별시 영등포구 도림동 180-6번지 지하1층,홍진노래포차,단란주점
단란주점영업,1,영업,"서울특별시 영등포구 당산동3가 174-0번지 ,175-4 지하1층",지중해,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동2가 29-5번지,즐거운노래랑단란주점,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 664-21번지 지하1층,홍시,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 167-0번지,퀸노래타운,단란주점
단란주점영업,1,영업,서울특별시 영등포구 문래동4가 8-1번지,스타,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동4가 149-5,이브,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 132-0 지하1층,슈,단란주점
단란주점영업,1,영업,서울특별시 서초구 양재동 289-5,콘서트7080미사리,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동4가 84-1번지,스크린,단란주점
단란주점영업,1,영업,서울특별시 영등포구 양평동4가 97-0,대부,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 63-0 지하1층,우정노래바,단란주점
단란주점영업,1,영업,서울특별시 서초구 방배동 446-5 지하1층,놀러와,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 16-2번지 지하1층,지엑스,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동6가 227번지 지하1층,맥주창고B.one,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 36-2번지,하모니카,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동3가 8-1번지 성남빌딩 A동 지하1층,먹고놀자매들리,단란주점
단란주점영업,1,영업,서울특별시 종로구 당주동 41-0번지 지하동 1층호,몽,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 36-4번지 오륜빌딩 지하동,나혀니,단란주점
단란주점영업,1,영업,서울특별시 영등포구 신길동 65-52,뉴콘서트,단란주점
단란주점영업,1,영업,서울특별시 영등포구 신길동 436-26 지하1층,뱅뱅뱅노래바,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 127-5번지 지하1층,씨티,단란주점
단란주점영업,1,영업,서울특별시 영등포구 신길동 296-26번지 지하1층,썬노래주점,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 150-1번지,귀빈,단란주점
단란주점영업,1,영업,서울특별시 종로구 숭인동 318-9 지하1층,루카스,단란주점
단란주점영업,1,영업,서울특별시 성동구 도선동 253-5번지 (지상2층),안동역,단란주점
단란주점영업,1,영업,서울특별시 성동구 도선동 253-4번지,테마,단란주점
단란주점영업,1,영업,서울특별시 종로구 구기동 85-9,준(JUN),단란주점
단란주점영업,1,영업,서울특별시 종로구 공평동 60번지,리베,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 179번지  (지상2층),21세기,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 206번지 지상3층,헤라클레스,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 144-1 지상2층,센스,단란주점
단란주점영업,1,영업,서울특별시 종로구 관철동 7-11,준코뮤직타운 종각1호점,단란주점
단란주점영업,1,영업,서울특별시 종로구 견지동 110-7번지,탈렌트,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 90-0,돈키호테,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 176번지 지상2층,무아,단란주점
단란주점영업,1,영업,서울특별시 종로구 인사동 257번지,비바체,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 44-37 지상14층,클라우드,단란주점
단란주점영업,1,영업,"서울특별시 영등포구 여의도동 36-2번지 여의도백화점7층 701호,711호",이칠리아앤드맨하탄,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 44-12번지 고려빌딩204호,하루,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동4가 65-2번지,킨카단란주점,단란주점
단란주점영업,1,영업,서울특별시 영등포구 영등포동5가 46-2,엠비씨,단란주점
단란주점영업,1,영업,서울특별시 영등포구 당산동3가 194-0 지하1층,샤방샤방,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 692-2,샤인노래방,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 1050-29번지,궁전,단란주점
단란주점영업,1,영업,서울특별시 영등포구 대림동 1019-3번지 지하1층,엔돌핀,단란주점
단란주점영업,1,영업,서울특별시 종로구 익선동 56-3번지,마르샤,단란주점
단란주점영업,1,영업,서울특별시 종로구 돈의동 90 2층,혹시(HOXY),단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 235-5번지,송해길 라이브카페,단란주점
단란주점영업,1,영업,서울특별시 영등포구 여의도동 14-11번지 대하빌딩지하19호,신사노래노래,단란주점
단란주점영업,1,영업,서울특별시 서초구 서초동 1658-5 지하1층,에이치(H),단란주점
단란주점영업,1,영업,서울특별시 서초구 잠원동 27-11번지,희야,단란주점
단란주점영업,1,영업,서울특별시 종로구 종로5가 38-2번지,종로,단란주점
단란주점영업,1,영업,서울특별시 종로구 낙원동 99-1번지,시티,단란주점
단란주점영업,1,영업,서울특별시 종로구 체부동 52번지,폼노래주점,단란주점
단란주점영업,1,영업,서울특별시 종로구 인사동 37번지 지하1층,청춘열차,단란주점
단란주점영업,1,영업,서울특별시 종로구 돈의동 34,토마토,단란주점
단란주점영업,1,영업,충청북도 충주시 연수동 901번지 소망빌딩,부엉이노래,단란주점
단란주점영업,1,영업,부산광역시 해운대구 우동 644-2 더세일링타워,칠층,단란주점
단란주점영업,1,영업,서울특별시 강서구 화곡동 1117-2번지,메세노래바,단란주점
단란주점영업,1,영업,경상남도 고성군 하이면 덕호리 96-3,애플단란주점,단란주점
단란주점영업,1,영업,경기도 평택시 팽성읍 안정리 112-12,클라이맥스,단란주점
단란주점영업,1,영업,부산광역시 기장군 정관읍 매학리 716-3,뉴코뮤직타운 정관2호점,단란주점
단란주점영업,1,영업,부산광역시 부산진구 부전동 232-11번지,블랙펄,단란주점
단란주점영업,1,영업,충청북도 진천군 광혜원면 광혜원리 249-9번지,힐링라이브,단란주점
단란주점영업,1,영업,대전광역시 유성구 관평동 953 지상 6층,에이스단란주점,단란주점
단란주점영업,1,영업,경상남도 통영시 무전동 1033-12 클라시스 상가 501호,피렌체,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 956-1 (1층),그리움노래단란,단란주점
단란주점영업,1,영업,전라북도 완주군 이서면 갈산리 665-2,신세계,단란주점
단란주점영업,1,영업,경기도 오산시 오산동 925-6 오산그린프라자 3층 303호 일부,나비야,단란주점
단란주점영업,1,영업,강원도 평창군 대관령면 횡계리 318-1,시인의마을,단란주점
단란주점영업,1,영업,경상남도 양산시 평산동 94-6 (주)신웅뉴하이테크,쇼가라오케,단란주점
단란주점영업,1,영업,충청북도 청주시 흥덕구 송절동 702,창노래ZONE,단란주점
단란주점영업,1,영업,경기도 부천시 심곡동 168-10 2층 일부,설리향콘서트7080라이브,단란주점
단란주점영업,1,영업,경상남도 김해시 어방동 522-1,락휴노래타운김해인제대점,단란주점
단란주점영업,1,영업,대전광역시 중구 대흥동 5-4,엔터,단란주점
단란주점영업,1,영업,인천광역시 남동구 논현동 616-1번지 논현프라자 301-1호,펄라이브,단란주점
단란주점영업,1,영업,경기도 광명시 광명동 101-3 지하1층,극장식카니발7080,단란주점
단란주점영업,1,영업,경상남도 양산시 물금읍 가촌리 1298-1 나래플러스 104호,파티파티,단란주점
단란주점영업,1,영업,부산광역시 동래구 온천동 212-27번지,목로가라오케,단란주점
단란주점영업,1,영업,인천광역시 미추홀구 주안동 169-1 창보빌딩,황금성단란주점,단란주점
단란주점영업,1,영업,경기도 양주시 옥정동 966-1,부킹7080,단란주점
단란주점영업,1,영업,경상남도 양산시 물금읍 가촌리 1293-3번지 초이스타워 201호,코뿔소라이브,단란주점
단란주점영업,1,영업,경상북도 경주시 안강읍 산대리 1784-14번지,7080파티,단란주점
단란주점영업,1,영업,전라남도 여수시 화장동 796-1,미스트롯,단란주점
단란주점영업,1,영업,전라북도 전주시 완산구 효자동3가 1538-7번지 202호,드래곤노래하는단란주점,단란주점
단란주점영업,1,영업,대구광역시 달서구 상인동 1553-6,작은새라이브,단란주점
단란주점영업,1,영업,경상남도 양산시 평산동 108-4,국자노래타운,단란주점
단란주점영업,1,영업,경기도 평택시 평택동 66-2,텐미미,단란주점
단란주점영업,1,영업,전라북도 군산시 비응도동 86-8번지,세븐,단란주점
단란주점영업,1,영업,경상북도 영덕군 강구면 삼사리 9-93번지 리베라,리베라호텔 비즈니스 클럽,단란주점
단란주점영업,1,영업,부산광역시 기장군 기장읍 대라리 84번지 1층일부,쎄시뽕,단란주점
단란주점영업,1,영업,충청북도 옥천군 옥천읍 금구리 174-18,놀자7080라이브,단란주점
단란주점영업,1,영업,전라북도 완주군 봉동읍 둔산리 902-9번지,꿀벌단란주점,단란주점
단란주점영업,1,영업,경기도 광명시 광명동 158-187 2층,스타7080라이브,단란주점
단란주점영업,1,영업,경상남도 통영시 무전동 1027-6 대흥빌딩 2층,궁가라오케,단란주점
단란주점영업,1,영업,전라남도 목포시 옥암동 1000-5,하늘라이브,단란주점
단란주점영업,1,영업,강원도 삼척시 남양동 55-96번지 왕갈비,로망스,단란주점
단란주점영업,1,영업,충청남도 서산시 대산읍 대산리 129-5 효종빌딩 지하1층,키스7080라이브,단란주점
단란주점영업,1,영업,충청남도 태안군 태안읍 남문리 700-3번지,피아노7080,단란주점
단란주점영업,1,영업,전라남도 광양시 광영동 737-6번지 2층중 1층일부,티파니,단란주점
단란주점영업,1,영업,대구광역시 수성구 황금동 891-8번지,인투(in2),단란주점
단란주점영업,1,영업,울산광역시 동구 화정동 644-4번지,콩쥐노래타운,단란주점
단란주점영업,1,영업,강원도 강릉시 옥천동 305-4,빨리와,단란주점
단란주점영업,1,영업,경기도 성남시 분당구 정자동 16-2,레솔베르라운지,단란주점
단란주점영업,1,영업,광주광역시 광산구 하남동 818 2층,루비비어클럽(RUBY BEER CLUB),단란주점
단란주점영업,1,영업,경기도 양주시 옥정동 966-5번지,스타노래클럽,단란주점
단란주점영업,1,영업,경상남도 통영시 광도면 죽림리 1574-63 가동 2층,낭만에대하여,단란주점
단란주점영업,1,영업,경기도 용인시 처인구 백암면 백암리 409번지 하나빌딩상가임대,여명라이브,단란주점
단란주점영업,1,영업,전라남도 목포시 상동 1131-3,평광라이브클럽,단란주점
단란주점영업,1,영업,충청북도 음성군 금왕읍 무극리 523-7,콘서트7080라이브,단란주점
단란주점영업,1,영업,대구광역시 달성군 현풍읍 중리 496 603호,뉴코뮤직타운 현풍점(2호),단란주점
단란주점영업,1,영업,부산광역시 서구 토성동4가 28-31 2층,힐링,단란주점
단란주점영업,1,영업,충청북도 충주시 금릉동 723번지,더드럼7090라이브,단란주점
단란주점영업,1,영업,경상남도 진주시 평거동 202-5 2층,도깨비,단란주점
단란주점영업,1,영업,인천광역시 남동구 구월동 1540-1번지 솔보프라자(상업7-1-1),놀자라이브7080,단란주점
단란주점영업,1,영업,충청남도 아산시 둔포면 석곡리 1707 4층 402호,모모단란주점,단란주점
단란주점영업,1,영업,경기도 파주시 문산읍 문산리 6-28번지 지하1층,첼시라이브,단란주점
단란주점영업,1,영업,경기도 시흥시 정왕동 1855-20번지,드럼라이브7080,단란주점
단란주점영업,1,영업,경기도 고양시 일산동구 장항동 740-1 양우로데오랜드,캐슬노래클럽,단란주점
단란주점영업,1,영업,"경기도 안산시 상록구 이동 716 한양대프라자, 2층 205호",아미7080라이브,단란주점
단란주점영업,1,영업,"경기도 안양시 동안구 호계동 711-1 대영골든타워 307,308호 일부",에쿠스노래빠,단란주점
단란주점영업,1,영업,경기도 성남시 수정구 수진동 2944 지하1층 일부호,제호노래빵,단란주점
단란주점영업,1,영업,경상북도 포항시 남구 구룡포읍 구룡포리 223-76번지 (1층),스카이단란주점,단란주점
단란주점영업,1,영업,대구광역시 동구 효목동 1023번지,로타리라이브,단란주점
단란주점영업,1,영업,부산광역시 남구 대연동 887-1,온라인 가라오케,단란주점
단란주점영업,1,영업,경기도 안양시 동안구 관양동 1601-3 평촌빌딩,오렌지라이브,단란주점
단란주점영업,1,영업,서울특별시 송파구 방이동 24-8번지 금곡빌딩 2층,노블레스,단란주점
단란주점영업,1,영업,경상남도 거제시 옥포동 533-14번지,꽃되지가라오케,단란주점
단란주점영업,1,영업,경상북도 포항시 북구 죽도동 197-6 1층,발렌티노7080라이브,단란주점
단란주점영업,1,영업,부산광역시 사상구 괘법동 536-2,보물섬7080,단란주점
단란주점영업,1,영업,경기도 이천시 관고동 14-9,쎄시봉,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1586-24번지 2층,애플,단란주점
단란주점영업,1,영업,광주광역시 광산구 신가동 993-1번지 (2층),술마시는화련노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 891-5번지 1층 101호,바나나,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 873-12 2층,하늘아래7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 668-5 (2층),술마시는포인트노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1606-11 2층,런던중년클럽,단란주점
단란주점영업,1,영업,광주광역시 광산구 하남동 816 3층,윌러스술마시는노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 673-6,TOP(티오피),단란주점
단란주점영업,1,영업,광주광역시 광산구 신창동 1128-5번지 4층,보아,단란주점
단란주점영업,1,영업,광주광역시 광산구 신가동 987-6번지,술마시는스타노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 891-3 (2층),힐링7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 660-3,7080빅콘서트,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1573-6번지 3층,에로스,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 661-2,진주음악홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 892-2 2층 201호,텔미단란주점,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 892-2 3층 302호,써니7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1586-4 (2층),수,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 877-5번지 3층,첨단콘서트,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 877-7 4층,아리아7080콘서트,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 660-3 2층,술마시는애플노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 892-1 2층,펀룸소주방,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 694-26번지 2층,청담,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 663-5 (2층),황진이,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 662-3,킹카,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1586-3 2층,설궁,단란주점
단란주점영업,1,영업,광주광역시 광산구 신가동 1017-18 (2층),천하노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1605-5 2층,술마시는레몬노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 월계동 892-3 3층,아모르,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1583-2번지 2층,콘서트7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 하남동 820 3층,명창,단란주점
단란주점영업,1,영업,광주광역시 광산구 하남동 800번지 (5층),짱콘서트7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 하남동 752 (3층),k팝7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1586-12 3층,줄까노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 우산동 1573-4,파랑새,단란주점
단란주점영업,1,영업,광주광역시 광산구 신가동 985-10,술마시는진주노래홀,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 667-2,우리집7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 쌍암동 667-2 (지상 2층),썸7080,단란주점
단란주점영업,1,영업,광주광역시 광산구 신가동 994-5,토마토,단란주점
단란주점영업,1,영업,광주광역시 서구 화정동 785-28번지 (지하일층),술마시는 노래방,단란주점
단란주점영업,1,영업,광주광역시 서구 쌍촌동 985-16 (일층),술마시는쟁반노래홀,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 763-7 (이층),필 라이브,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 761-3번지 (이층),차차차,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 795-11 (3층),첼로,단란주점
단란주점영업,1,영업,광주광역시 서구 쌍촌동 969-50 (지하일층),궁전,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 800-1번지 (3층),대박,단란주점
단란주점영업,1,영업,광주광역시 서구 치평동 1255-5 (이층),파티,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 793 (5층),빅,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 762-2 (이층),술마시는꼭지노래홀,단란주점
단란주점영업,1,영업,광주광역시 서구 치평동 1230-2번지 지하1층,7080빙고,단란주점
단란주점영업,1,영업,광주광역시 서구 화정동 23-257 (1층),단띵가띵가,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 761-6번지 (2층),카네기 노래타운,단란주점
단란주점영업,1,영업,광주광역시 서구 농성동 645-30번지 (이층),시크릿,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 793 (지하일층),신궁,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 795-13번지 (3층),칠공주,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 802-2 (2층),항아리,단란주점
단란주점영업,1,영업,광주광역시 서구 쌍촌동 976-22 (지하),운천블루스7080,단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 762번지 (사층),투인(2 IN),단란주점
단란주점영업,1,영업,광주광역시 서구 금호동 761-9 (일층),락7080,단란주점
단란주점영업,1,영업,광주광역시 북구 신안동 118-4번지 지상2층,술마시는달콤소주룸,단란주점
단란주점영업,1,영업,광주광역시 북구 신안동 250-1번지,피지에이,단란주점
단란주점영업,1,영업,광주광역시 북구 운암동 496-8,정거장노래하는호프,단란주점
단란주점영업,1,영업,광주광역시 북구 유동 101-8,아리랑라이브클럽,단란주점
단란주점영업,1,영업,광주광역시 북구 유동 2-13번지,노래마당,단란주점
단란주점영업,1,영업,광주광역시 북구 운암동 488-15번지,미소,단란주점
단란주점영업,1,영업,광주광역시 북구 두암동 881-18번지 지하1층,중년클럽,단란주점
단란주점영업,1,영업,광주광역시 북구 중흥동 719-17번지,빠돈,단란주점
단란주점영업,1,영업,광주광역시 북구 문흥동 1002-1,찐이야7080,단란주점
단란주점영업,1,영업,대전광역시 중구 대흥동 292-4,쇼단란주점,단란주점
단란주점영업,1,영업,대전광역시 중구 선화동 21-10 (2층),금맥,단란주점
