"계정코드별",2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
"총지수 (2015=100)",104.80,105.14,104.02,101.70,100.51,101.24,101.84,102.11,102.20,101.24,101.02,101.78,103.56,105.22,107.30,108.41,109.05,110.11,112.25,113.42,113.91,115.69,117.30,117.26,117.83,119.24,122.21,125.47,126.75,127.80,128.70,127.27,128.45,128.87,126.83,124.78
